Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Water,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,Built-up,11,1,0,0,11,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Shrubland,0,0,0,0,0,0,0,0,173,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Wetland,0,0,0,0,0,145,0,0,1417,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Grassland,0,0,103,0,0,79,0,0,657,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Forest,0,0,263,0,0,180,0,0,1377,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Water,0,0,350,0,0,0,0,0,522,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Bareland,0,0,7,0,0,2,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Cropland,0,0,0,0,0,2,0,0,218,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Built-up,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Grassland,0,0,0,0,0,111,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Wetland,0,0,0,0,0,564,0,0,0,454,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Forest,0,0,0,0,0,238,0,0,0,131,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Water,0,0,0,0,0,0,0,0,0,404,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Bareland,0,0,0,0,0,8,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,Cropland,0,0,0,0,0,4,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Grassland,0,247,103,297,33,79,49,306,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Forest,114,0,263,347,84,180,14,323,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Wetland,40,466,0,231,88,145,5,291,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Bareland,2,10,7,51,0,2,19,24,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Water,4,324,350,140,52,0,7,131,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Shrubland,8,14,0,11,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Cropland,6,39,0,0,0,2,4,72,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Built-up,0,0,0,10,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Grassland,0,127,126,235,0,36,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Forest,0,0,332,204,0,209,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Wetland,0,315,0,163,5,259,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Shrubland,0,21,18,32,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Bareland,0,0,0,16,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Water,0,149,373,67,13,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,Cropland,0,10,1,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Wetland,482,747,0,168,134,403,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Shrubland,36,63,7,29,26,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Forest,127,0,76,91,38,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Water,153,446,149,48,71,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Bareland,1,6,0,6,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Cropland,14,34,2,0,13,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Grassland,0,169,19,85,80,49,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0,0
