Dataset,MajorityClass,Forest,Cropland,Water,Wetland,Bareland,Built-up,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Built-up,64,0,81,88,128,0,42,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Forest,0,0,369,849,95,190,163,36,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Water,249,0,0,474,45,187,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Wetland,92,0,191,0,6,6,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Bareland,5,0,98,32,0,76,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Wetland,0,0,8,0,0,0,0,0,760,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Grassland,0,0,1,15,0,0,0,0,308,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Cropland,0,0,37,75,0,0,0,0,876,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Forest,0,0,113,269,0,0,0,0,1521,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Water,0,0,0,363,0,0,0,0,670,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Shrubland,0,0,0,0,0,0,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Bareland,0,0,11,9,0,0,0,0,54,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,Built-up,0,0,23,17,0,0,0,0,157,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Forest,0,236,209,705,188,135,119,112,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Non_Wetland,3,2,0,10,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Grassland,46,69,11,130,13,15,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Wetland,94,29,97,0,14,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Water,351,120,0,448,255,164,1,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Shrubland,5,10,0,27,12,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Cropland,166,0,75,325,292,239,212,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Built-up,50,81,12,66,232,0,39,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Bareland,3,22,0,16,0,34,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Wetland,0,0,183,0,0,0,0,0,0,237,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Shrubland,0,0,4,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Grassland,0,0,31,0,0,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Cropland,0,0,167,0,0,0,0,0,0,132,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Water,0,0,0,0,0,0,0,0,0,680,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Built-up,0,0,59,0,0,0,0,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Forest,0,0,304,0,0,0,0,0,0,306,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Bareland,0,0,29,0,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Grassland,118,276,1,15,16,65,0,238,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Wetland,104,140,8,0,22,10,0,289,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Built-up,76,293,23,17,33,0,0,239,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Water,282,520,0,363,289,186,17,446,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Forest,0,710,113,269,221,191,51,731,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Cropland,196,0,37,75,78,295,9,564,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Bareland,21,157,11,9,0,146,0,149,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,Permanent_ice_and_snow,0,2,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Grassland,63,405,11,19,0,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Wetland,104,538,131,0,1,76,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Built-up,22,211,30,3,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Forest,0,1095,382,130,0,423,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Bareland,0,256,36,2,0,105,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Water,132,928,0,61,23,207,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Shrubland,7,17,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,Cropland,75,0,38,9,1,227,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Wetland,448,49,158,0,13,0,140,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Forest,0,80,149,33,16,0,114,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Cropland,379,0,159,60,170,0,248,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Built-up,222,186,94,6,155,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Water,522,56,0,78,82,0,27,0,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Grassland,75,32,8,1,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Bareland,22,19,13,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,Shrubland,16,0,1,1,0,0,0,0,0,0,0,0
