Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Wetland,0,0,0,0,0,83,0,0,0,78,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Shrubland,0,0,0,0,0,3,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Cropland,0,0,0,0,0,3,0,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Built-up,0,0,0,0,0,12,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Water,0,0,0,0,0,0,0,0,0,311,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Forest,0,0,0,0,0,222,0,0,0,155,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Grassland,198,317,70,159,168,36,0,361,0,0,87,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Wetland,29,7,0,71,2,4,0,60,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Forest,0,294,248,348,173,95,161,485,0,0,36,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Cropland,101,0,7,23,119,9,70,177,0,0,79,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Bareland,78,231,38,0,142,19,47,202,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Built-up,21,89,0,8,0,8,17,76,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Water,177,156,267,335,86,0,27,281,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Shrubland,4,1,0,8,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,Permanent_ice_and_snow,0,7,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Shrubland,8,17,0,0,15,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Grassland,203,614,11,7,148,143,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Forest,0,321,75,1,214,432,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Bareland,98,254,16,0,185,188,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Wetland,75,111,0,1,12,142,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Built-up,10,35,0,6,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Water,86,152,49,3,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Cropland,55,0,0,5,66,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,Permanent_ice_and_snow,0,0,0,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Forest,0,70,17,78,0,84,65,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Shrubland,40,4,1,7,0,2,12,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Cropland,124,0,5,133,0,22,93,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Wetland,284,5,0,10,0,114,57,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Bareland,171,28,35,0,0,106,46,0,0,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Water,452,5,71,17,0,0,34,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Built-up,75,40,0,88,0,36,23,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,Grassland,277,116,24,154,0,120,0,0,0,0,0,8
