Dataset,MajorityClass,Forest,Built-up,Bareland,Wetland,Water,Grassland,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,Built-up,32,0,18,16,0,60,0,55,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,Water,238,51,188,375,0,239,0,149,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,Cropland,16,1,1,1,0,15,0,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Bareland,102,118,0,189,140,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Grassland,159,150,3,164,107,0,123,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Forest,0,174,7,171,330,0,86,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Wetland,75,54,2,0,166,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Water,61,51,88,180,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,Built-up,10,0,0,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Forest,0,0,55,13,114,77,74,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Bareland,194,0,0,67,131,54,46,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Water,352,0,51,88,0,20,6,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Built-up,88,0,4,1,6,5,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Wetland,339,0,28,0,223,85,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Grassland,297,0,59,61,125,0,102,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,Shrubland,2,0,0,0,0,0,0,0,0,0,0,0
