Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Water,19,98,271,359,205,100,0,469,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Forest,147,57,0,546,166,136,69,779,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Shrubland,1,0,6,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Cropland,6,0,56,0,0,17,0,85,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Permanent_ice_and_snow,0,0,0,6,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Grassland,0,13,183,224,22,157,133,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Forest,0,3,0,203,112,344,293,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Built-up,0,6,7,28,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Shrubland,0,0,15,10,0,18,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Bareland,0,0,14,29,0,62,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Wetland,0,0,8,6,0,15,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Water,0,3,89,24,106,50,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Cropland,0,3,31,0,0,26,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,Permanent_ice_and_snow,0,0,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Forest,141,71,0,122,40,0,98,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Shrubland,11,5,36,15,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Wetland,14,2,87,0,0,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Built-up,22,27,139,48,2,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Water,66,45,404,1,123,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Bareland,5,0,23,11,0,0,7,0,0,0,0,49
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Cropland,11,37,54,0,2,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,Grassland,0,82,221,100,49,0,89,0,0,0,0,6
