Dataset,MajorityClass,Grassland,Wetland,Forest,Bareland,Built-up,Water,Shrubland,Cropland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Forest,584,381,0,476,51,147,8,171,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Grassland,0,69,31,175,16,16,0,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Shrubland,18,5,5,16,9,2,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Bareland,47,4,2,0,6,1,0,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Built-up,97,10,5,123,0,0,0,28,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Water,170,295,10,139,8,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Cropland,412,34,47,416,118,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Grassland,0,17,0,0,0,15,0,0,205,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Wetland,0,0,0,0,0,39,0,0,127,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Forest,0,80,0,0,0,95,0,0,763,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Shrubland,0,0,0,0,0,0,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Bareland,0,1,0,0,0,5,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Cropland,0,0,0,0,0,20,0,0,207,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Water,0,131,0,0,0,0,0,0,278,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,Built-up,0,0,0,0,0,9,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Bareland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Grassland,0,0,0,0,0,25,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Wetland,0,0,0,0,0,47,0,0,0,85,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Water,0,0,0,0,0,0,0,0,0,126,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Forest,0,0,0,0,0,92,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,Cropland,0,0,0,0,0,15,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Grassland,0,17,164,7,36,15,312,176,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Wetland,2,0,56,3,0,39,35,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Bareland,12,1,51,0,36,5,107,103,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Built-up,2,0,23,0,0,9,102,85,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Forest,125,80,0,46,68,95,468,274,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Cropland,90,0,170,11,76,20,312,0,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Water,7,131,166,20,8,0,200,72,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Grassland,0,0,124,4,91,63,0,400,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Forest,0,38,0,4,164,220,0,364,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Bareland,0,0,18,0,95,14,0,121,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Built-up,0,0,5,0,0,1,0,41,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Wetland,0,0,73,0,10,96,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Water,0,100,78,0,9,0,0,89,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Cropland,0,0,95,24,109,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Cropland,100,4,133,123,0,24,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Forest,42,2,0,54,0,51,0,123,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Wetland,12,0,235,1,0,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Bareland,5,0,21,0,0,1,0,24,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Built-up,2,0,57,33,0,0,0,43,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Water,5,37,290,2,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,Grassland,0,1,175,65,0,43,0,93,0,0,0,0
