Dataset,MajorityClass,Wetland,Bareland,Forest,Built-up,Water,Grassland,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Water
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,Wetland,0,64,32,11,22,33,0,16,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,Bareland,0,0,1,2,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,Cropland,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,Wetland,0,0,0,0,167,0,0,0,0,0,106
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,Grassland,0,0,0,0,13,0,0,0,0,0,5
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,Forest,0,0,0,0,113,0,0,0,0,0,71
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,Water,0,0,0,0,0,0,0,0,0,0,185
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,Grassland,25,0,23,56,9,0,0,0,31,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,Water,166,32,64,35,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,Forest,103,11,0,145,169,0,0,0,14,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,Bareland,0,0,0,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,Wetland,0,14,100,17,57,0,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Wetland,0,0,301,0,71,59,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Forest,3,0,0,0,10,23,0,0,4,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Water,47,8,366,0,0,26,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Grassland,0,0,65,0,2,0,0,0,10,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Built-up,0,1,7,0,4,0,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,Bareland,0,0,0,0,1,0,0,0,0,0,0
