Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,Built-up,191,225,72,0,0,0,93,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,Forest,907,365,0,0,0,153,427,195,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,Water,540,97,140,0,0,127,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,Permanent_ice_and_snow,1,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Grassland,0,139,118,133,129,57,12,60,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Forest,692,332,0,127,402,93,190,259,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Non_Wetland,3,1,1,0,12,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Bareland,115,0,70,27,3,30,6,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Built-up,239,230,63,46,29,0,15,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Non_Water,0,1,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Water,421,205,214,64,229,36,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Shrubland,49,21,22,15,28,8,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Cropland,484,206,230,0,66,154,1,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Wetland,67,11,32,1,0,0,97,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Grassland,0,0,0,0,75,0,6,0,289,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Wetland,0,0,0,0,0,0,1,0,149,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Water,0,0,0,0,404,0,0,0,320,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Shrubland,0,0,0,0,0,0,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Forest,0,0,0,0,167,0,66,0,643,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Cropland,0,0,0,0,13,0,0,0,92,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Bareland,0,0,0,0,6,0,1,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,Built-up,0,0,0,0,15,0,3,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Water,0,0,0,0,0,0,0,0,0,772,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Grassland,0,0,0,0,0,0,112,0,0,154,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Shrubland,0,0,0,0,0,0,9,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Bareland,0,0,0,0,0,0,49,0,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Wetland,0,0,0,0,0,0,55,0,0,137,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Cropland,0,0,0,0,0,0,49,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Built-up,0,0,0,0,0,0,25,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,Forest,0,0,0,0,0,0,229,0,0,292,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Grassland,0,38,192,417,75,277,6,722,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Bareland,0,0,37,194,6,329,1,305,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Built-up,0,10,55,194,15,0,3,244,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Water,0,123,222,279,404,246,0,759,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Forest,21,44,0,506,167,369,66,1105,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Cropland,13,2,163,0,13,241,0,526,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Wetland,0,0,10,11,0,1,1,96,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Shrubland,0,0,4,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,Permanent_ice_and_snow,0,0,0,1,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Grassland,0,8,196,603,75,205,200,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Bareland,0,0,44,227,0,200,38,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Built-up,0,10,25,113,0,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Forest,0,3,0,610,133,410,469,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Shrubland,0,0,17,55,1,15,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Wetland,0,0,11,45,0,19,50,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Water,0,4,73,228,108,147,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Cropland,0,5,101,0,1,168,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Bareland,21,0,76,44,0,0,37,0,0,0,0,27
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Water,41,16,487,2,59,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Forest,127,129,0,145,12,0,103,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Cropland,182,141,187,0,2,0,73,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Built-up,92,91,256,152,0,0,76,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Wetland,29,0,136,5,0,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Shrubland,12,9,61,12,3,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,Grassland,0,92,273,98,34,0,141,0,0,0,0,7
