Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,Bareland,48,42,33,0,39,13,66,1,0,0,94,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,Built-up,14,9,1,9,0,0,15,0,0,0,23,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,Forest,62,65,30,44,47,13,0,0,0,0,104,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,Grassland,0,13,1,7,7,1,15,0,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,Permanent_ice_and_snow,3,0,1,2,3,1,6,0,0,0,18,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Water,0,42,21,85,52,0,61,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Grassland,0,14,1,7,18,12,49,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Wetland,0,8,0,16,18,25,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Bareland,0,54,13,0,28,67,52,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Forest,0,59,50,33,61,78,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Built-up,0,0,0,1,0,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Cropland,0,0,11,3,26,24,35,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,Permanent_ice_and_snow,0,0,1,6,2,6,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Cropland,3,0,0,10,0,5,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Wetland,1,23,0,19,0,20,33,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Built-up,3,6,0,7,0,3,10,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Forest,23,33,6,40,0,29,0,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Bareland,1,17,3,0,0,22,19,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Water,0,48,18,70,0,0,82,13,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Grassland,0,8,2,10,0,8,11,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,Permanent_ice_and_snow,0,0,0,1,0,2,0,0,0,0,0,0
