Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUB_M_R
1007,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1008,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
1009,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
1010,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
1011,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1012,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1013,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1014,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1015,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1016,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1017,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
1018,NULL,NULL,Water,Water,Water,Water,NULL,Water
1019,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1020,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1021,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1022,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1023,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1024,NULL,NULL,Water,Water,Water,Water,Water,Water
1025,NULL,NULL,Water,Water,Water,Forest,NULL,Wetland
1026,NULL,NULL,Water,Water,Water,Forest,Grassland,Wetland
1027,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1028,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1030,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1031,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1032,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1033,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1034,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1035,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1036,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1037,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1038,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1039,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1040,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1041,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1042,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1043,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1044,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1045,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1046,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1047,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1048,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1049,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1050,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1051,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1052,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1053,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1054,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1055,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1056,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1057,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1058,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1059,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1060,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1061,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1062,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1063,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1064,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1065,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1066,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1067,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1068,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1069,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1070,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1071,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1072,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1073,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1074,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1075,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1076,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1077,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1078,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
1079,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1080,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
1081,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1082,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1083,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1084,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1085,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1086,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1087,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1088,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1089,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1090,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1091,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1092,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
1093,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1094,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1095,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1096,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1097,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1098,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1099,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1100,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1101,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1102,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1103,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1104,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1105,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1106,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1107,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1108,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1109,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1110,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1111,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1112,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
1113,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1114,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1115,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1116,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1117,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1118,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1120,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1121,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1123,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1124,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1125,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1126,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1128,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1129,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1130,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1131,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
1133,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1134,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1136,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1138,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1139,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1140,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1141,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1142,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1143,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1144,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1145,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1146,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1147,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1148,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
1149,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1150,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1151,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1152,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1153,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1154,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1155,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1156,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1159,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1161,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1162,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
1163,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1164,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1165,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1166,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1167,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1168,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1169,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1170,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1171,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
1172,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1173,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1174,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1175,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1176,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
1177,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1178,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1179,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1180,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1181,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1182,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1183,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1184,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1185,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1186,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1187,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1188,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
1189,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Cropland
1190,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1191,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1192,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
1193,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
1194,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1195,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1196,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1197,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1198,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
1199,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1200,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1201,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1202,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1203,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1204,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
1205,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1206,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1207,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1208,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1209,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1210,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1211,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1212,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1213,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1236,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1237,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1238,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1240,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1241,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
1276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1311,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1313,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1314,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1316,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1317,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1318,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1319,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1320,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1321,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1322,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1323,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1324,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1325,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1326,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1327,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1329,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1330,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1331,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1332,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1333,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
