Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R
8551,Water,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Water
8552,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8553,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
8554,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8555,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8556,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8557,Water,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
8558,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
8559,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
8560,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8561,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8562,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8563,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
8564,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8565,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
8566,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8567,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8568,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8569,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8570,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
8571,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8572,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
8573,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8574,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
8575,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8576,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8577,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
8578,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
8579,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
8580,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
8581,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Water
8582,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
8583,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8584,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8585,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
8586,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8587,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8588,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8589,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8590,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8591,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8592,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8593,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8594,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
8595,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8596,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8597,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8598,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8599,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
8600,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8601,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8602,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8603,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
8604,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8605,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
8606,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
8607,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
8608,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8609,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8610,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
8611,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8612,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
8613,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8614,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8615,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8616,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8617,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8618,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8619,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
8620,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8621,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8622,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8623,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8624,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8625,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8626,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
8627,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8628,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
8629,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Cropland
8630,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
8631,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
8632,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8633,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8634,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
8635,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8636,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8637,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8638,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8639,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8640,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8641,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
8642,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8643,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
8644,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Wetland
8645,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
8646,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
8647,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
8648,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8649,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
8650,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
8651,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8652,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
8653,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
8654,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
8655,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
8656,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
8657,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
8658,Water,NULL,Water,NULL,Water,NULL,NULL,Water
8659,Water,NULL,Water,NULL,Water,NULL,Bareland,Grassland
8660,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
8661,Water,NULL,Water,NULL,Water,NULL,Water,Wetland
8662,Water,NULL,Water,NULL,Water,NULL,Water,Built-up
8663,Water,NULL,Water,NULL,Water,NULL,Water,Water
8664,Water,NULL,Water,NULL,Water,NULL,Water,Forest
8665,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8666,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
8667,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
8668,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
8669,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8670,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
8671,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
8672,Water,NULL,Water,NULL,Water,Water,NULL,Water
8673,Water,NULL,Water,NULL,Water,Water,NULL,Forest
8674,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8675,Water,NULL,Water,NULL,Water,Water,Water,Bareland
8676,Water,NULL,Water,NULL,Water,Water,Water,Water
8677,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
8678,Water,NULL,Water,NULL,Water,Water,Forest,Forest
8679,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
8680,Water,NULL,Water,Non_Water,Water,NULL,Forest,Water
8681,Water,NULL,Water,Non_Water,Water,Wetland,Built-up,Wetland
8682,Water,NULL,Water,Water,NULL,NULL,NULL,Water
8683,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
8684,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
8685,Water,NULL,Water,Water,Water,NULL,NULL,Water
8686,Water,NULL,Water,Water,Water,NULL,NULL,Forest
8687,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
8688,Water,NULL,Water,Water,Water,NULL,Built-up,Water
8689,Water,NULL,Water,Water,Water,NULL,Water,Grassland
8690,Water,NULL,Water,Water,Water,NULL,Water,Wetland
8691,Water,NULL,Water,Water,Water,NULL,Water,Water
8692,Water,NULL,Water,Water,Water,NULL,Water,Forest
8693,Water,NULL,Water,Water,Water,NULL,Forest,Forest
8694,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
8695,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
8696,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
8697,Water,NULL,Water,Water,Water,Wetland,NULL,Water
8698,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8699,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
8700,Water,NULL,Water,Water,Water,Water,NULL,Water
8701,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
8702,Water,NULL,Water,Water,Water,Water,Bareland,Water
8703,Water,NULL,Water,Water,Water,Water,Water,Grassland
8704,Water,NULL,Water,Water,Water,Water,Water,Wetland
8705,Water,NULL,Water,Water,Water,Water,Water,Water
8706,Water,NULL,Water,Water,Water,Water,Forest,Water
8707,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8708,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8709,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8710,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8711,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8712,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8713,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8714,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8715,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8716,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8717,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
8718,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8719,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8720,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8721,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8722,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8723,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8724,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8725,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8726,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
8727,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8728,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8729,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8730,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8731,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8732,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8733,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
8734,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8735,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
8736,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8737,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8738,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8739,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8740,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8741,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
8742,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8743,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8744,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8745,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
8746,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8747,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
8748,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8749,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8750,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8751,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8752,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8753,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8754,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8755,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
8756,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8757,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Water
8758,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8759,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8760,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
8761,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8762,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8763,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8764,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8765,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8766,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8767,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
8768,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8769,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8770,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
8771,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8772,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
8773,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8774,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8775,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8776,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
8777,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8778,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
8779,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8780,Water,Cropland,NULL,Water,Non_Wetland,Built-up,NULL,Water
8781,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
8782,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8783,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8784,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8785,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8786,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8787,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8788,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8789,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8790,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
8791,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8792,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8793,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8794,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8795,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8796,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8797,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8798,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8799,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8800,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8801,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8802,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8803,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8804,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
8805,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8806,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
8807,Water,Cropland,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
8808,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8809,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8810,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8811,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8812,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8813,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8814,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8815,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8816,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8817,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8818,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8819,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8820,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8821,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8822,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8823,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8824,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8825,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8826,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8827,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8828,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
8829,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
8830,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8831,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8832,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
8833,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8834,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
8835,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
8836,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8837,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
8838,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8839,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8840,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8841,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8842,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
8843,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
8844,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8845,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
8846,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8847,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
8848,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8849,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
8850,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
8851,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8852,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
8853,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8854,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
8855,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8856,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8857,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8858,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8859,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
8860,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8861,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
8862,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8863,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8864,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Water
8865,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
8866,Water,Cropland,Water,Non_Water,Water,NULL,Built-up,Water
8867,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
8868,Water,Cropland,Water,Water,Water,Water,NULL,Water
8869,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8870,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
8871,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8872,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8873,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8874,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8875,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8876,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8877,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8878,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8879,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8880,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8881,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8882,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8883,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8884,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8885,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8886,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8887,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8888,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
8889,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8890,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8891,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
8892,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8893,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Built-up
8894,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
8895,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8896,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Water
8897,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8898,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8899,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8900,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8901,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8902,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8903,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
