Dataset,MajorityClass,Forest,Bareland,Built-up,Cropland,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,Built-up,5,1,0,27,0,0,9,21,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,Wetland,9,6,3,0,1,0,5,9,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,Water,106,175,62,50,0,200,173,160,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,Cropland,5,0,1,0,0,0,1,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Grassland,90,2,58,164,81,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Forest,0,2,44,63,326,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Bareland,40,0,24,22,69,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Wetland,37,8,5,2,53,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Built-up,1,0,0,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Water,47,24,2,6,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,Cropland,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Forest,0,33,0,30,26,0,13,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Bareland,106,0,0,6,42,3,4,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Water,362,64,0,7,0,7,2,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Wetland,115,21,0,1,12,0,2,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Grassland,229,70,0,60,78,3,0,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Built-up,36,11,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Cropland,2,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,Shrubland,3,0,0,0,0,0,0,0,0,0,0,0
