Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,Bareland,149,23,0,28,12,7,0,31,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,Water,658,34,0,434,2,0,30,40,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,Forest,1030,0,0,774,25,174,139,398,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,Built-up,66,21,0,13,0,2,72,16,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Wetland,0,0,0,0,0,37,0,0,449,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Shrubland,0,0,0,0,0,0,0,0,143,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Grassland,0,0,0,43,0,56,0,0,629,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Cropland,0,0,0,4,0,12,0,0,470,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Forest,0,0,0,126,0,120,0,0,1287,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Water,0,0,0,197,0,0,0,0,543,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Bareland,0,0,0,2,0,19,0,0,61,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Built-up,0,0,0,0,0,4,0,0,33,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Grassland,0,96,137,300,24,52,228,246,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Non_Wetland,4,0,3,14,1,3,3,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Wetland,84,4,15,0,0,177,16,113,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Forest,615,0,186,621,23,263,379,543,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Water,248,41,12,415,2,0,120,258,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Shrubland,56,13,21,46,5,3,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Bareland,68,0,38,30,5,1,0,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Built-up,97,4,14,23,0,0,104,14,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Cropland,450,76,0,195,68,8,377,153,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Wetland,0,0,0,0,0,147,0,0,0,62,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Grassland,0,0,0,0,0,164,0,0,0,32,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Shrubland,0,0,0,0,0,20,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Cropland,0,0,0,0,0,31,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Bareland,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Water,0,0,0,0,0,0,0,0,0,167,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,Forest,0,0,0,0,0,257,0,0,0,60,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Grassland,0,291,406,43,72,56,59,530,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Wetland,8,128,26,0,3,37,14,146,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Forest,285,0,426,126,71,120,81,684,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Bareland,9,38,126,2,32,19,0,147,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Built-up,7,10,96,0,0,4,1,109,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Water,42,250,184,197,14,0,96,343,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Cropland,134,196,0,4,53,12,18,366,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Shrubland,4,6,9,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Grassland,0,292,751,0,118,140,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Shrubland,0,37,92,0,16,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Forest,0,0,527,19,171,262,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Wetland,0,148,168,0,10,138,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Bareland,0,17,155,0,105,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Water,0,109,276,31,13,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Built-up,0,1,28,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Cropland,0,111,0,0,79,2,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Wetland,45,281,18,0,0,93,19,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Forest,61,0,163,11,0,59,76,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Shrubland,26,82,29,3,0,16,34,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Cropland,112,173,0,4,0,20,179,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Water,28,352,9,88,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Bareland,4,14,14,1,0,5,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Built-up,4,38,53,0,0,1,33,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,Grassland,0,311,169,24,0,116,166,0,0,0,0
