Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LND_M_R
15993,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
15994,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15995,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15996,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
15997,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
15998,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Water
15999,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16000,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
16001,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
16002,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
16003,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
16004,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Water
16005,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
16006,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Forest,Grassland
16007,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Forest,Forest
16008,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Grassland
16009,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Water
16010,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
16011,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
16012,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
16013,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Cropland
16014,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Water
16015,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
16016,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
16017,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
16018,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
16019,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
16020,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
16021,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
16022,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16023,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
16024,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
16025,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
16026,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
16027,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16028,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
16029,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16030,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Water
16031,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16032,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
16033,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
16034,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
16035,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
16036,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
16037,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16038,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16039,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16040,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16041,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16042,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16043,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16044,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16045,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16046,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
16047,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16048,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
16049,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
16050,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16051,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16052,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16053,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16054,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16055,Forest,Forest,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
16056,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Wetland
16057,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16058,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16059,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
16060,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16061,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16062,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16063,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
16064,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
16065,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
16066,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
16067,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16068,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
16069,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16070,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16071,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16072,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16073,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16074,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16075,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16076,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16077,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
16078,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
16079,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16080,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
16082,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16083,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
16084,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
16085,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
16086,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16087,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
16088,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16089,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
16090,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
16091,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16092,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
16093,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16094,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
16095,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16096,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Water
16097,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
16098,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16099,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
16100,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
16101,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
16102,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16103,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
16104,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
16105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
16106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16107,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16108,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
16109,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16110,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16111,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16112,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16113,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16114,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
16115,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16116,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
16117,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
16118,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16119,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16120,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16121,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
16122,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16123,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Cropland
16124,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
16125,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
16126,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16127,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16128,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
16129,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
16130,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16131,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
16132,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
16133,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
16134,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
16135,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
16136,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
16137,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Water
16138,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
16139,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,NULL
16140,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Grassland
16141,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Water
16142,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Shrubland,Forest
16143,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,NULL
16144,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
16145,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Water
16146,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
16147,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Bareland,Grassland
16148,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Bareland,Water
16149,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Bareland,Forest
16150,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
16151,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
16152,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
16153,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Water
16154,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
16155,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,NULL
16156,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
16157,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Cropland
16158,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
16159,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Water
16160,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
16161,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16162,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16163,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
16164,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
16165,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16166,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16167,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
16168,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
16169,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
16170,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
16171,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16172,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
16173,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16174,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
16175,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
16176,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Cropland
16177,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16178,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16179,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
16180,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16181,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Cropland
16182,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16183,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
16184,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
16185,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16186,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
16187,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
16188,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
16189,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16190,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
16191,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
16192,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
16193,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
16194,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
16195,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16196,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16197,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16198,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Water
16199,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
16200,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
16201,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16202,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Cropland
16203,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
16204,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
16205,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16206,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
16207,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16208,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
16209,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16210,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
16211,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16212,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
16213,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
16214,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
16215,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
16216,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
16217,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
16218,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Grassland
16219,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
16220,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
16221,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
16222,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Cropland
16223,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
16224,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
16225,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
16226,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Water
16227,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
16228,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
16229,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Cropland
16230,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
16231,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
16232,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
16233,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,NULL
16234,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
16235,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Cropland
16236,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
16237,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
16238,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
16239,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16240,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
16241,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
16242,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
16243,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Water
16244,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16245,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
16246,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Water
16247,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Forest
16248,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,NULL
16249,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
16250,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Cropland
16251,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
16252,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
16253,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Grassland
16254,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Cropland
16255,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
16256,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Water
16257,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
16258,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
16259,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
16260,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
16261,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
16262,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
16263,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
16264,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
16265,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
16266,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
16267,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
16268,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Cropland
16269,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
16270,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,NULL
16271,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Grassland
16272,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Cropland
16273,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Wetland
16274,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Water
16275,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Forest
16276,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Cropland
16277,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Wetland
16278,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Water
16279,Forest,Forest,Wetland,Water,Wetland,Cropland,Shrubland,Forest
16280,Forest,Forest,Wetland,Water,Wetland,Cropland,Grassland,Grassland
16281,Forest,Forest,Wetland,Water,Wetland,Cropland,Grassland,Cropland
16282,Forest,Forest,Wetland,Water,Wetland,Cropland,Bareland,Grassland
16283,Forest,Forest,Wetland,Water,Wetland,Cropland,Bareland,Cropland
16284,Forest,Forest,Wetland,Water,Wetland,Cropland,Bareland,Water
16285,Forest,Forest,Wetland,Water,Wetland,Cropland,Bareland,Forest
16286,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,NULL
16287,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Grassland
16288,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Cropland
16289,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Wetland
16290,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Water
16291,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Forest
16292,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,NULL
16293,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Grassland
16294,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Cropland
16295,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Wetland
16296,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Water
16297,Forest,Forest,Wetland,Water,Wetland,Cropland,Forest,Forest
16298,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
16299,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Water
16300,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16301,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
16302,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
16303,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
16304,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Cropland
16305,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
16306,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Cropland
16307,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
16308,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
16309,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
16310,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
16311,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Forest
16312,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
16313,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
16314,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Water
16315,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
16316,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
16317,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
16318,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
16319,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
16320,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
16321,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Cropland
16322,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
16323,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
16324,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
