Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Shrubland,0,0,0,184,0,0,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Forest,0,0,0,660,0,0,0,0,0,545,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Bareland,0,0,0,173,0,0,0,0,0,102,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Cropland,0,0,0,229,0,0,0,0,0,116,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Built-up,0,0,0,10,0,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Grassland,0,692,14,66,423,111,93,774,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Wetland,0,76,12,92,306,2,0,390,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Bareland,1,411,0,110,102,281,27,418,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Water,0,848,112,0,584,93,461,947,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Forest,15,1186,69,277,0,157,382,1276,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Built-up,0,226,0,17,37,0,1,165,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Cropland,1,0,3,25,362,131,34,652,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Shrubland,0,66,4,0,46,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Grassland,0,867,4,99,179,129,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Wetland,0,369,0,169,103,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Forest,0,1038,4,616,0,367,232,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Shrubland,0,383,0,115,143,77,35,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Bareland,0,318,0,78,28,223,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Water,0,703,53,0,236,73,253,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Built-up,0,34,3,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Cropland,0,0,4,22,148,137,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,Permanent_ice_and_snow,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Water,283,58,243,0,1155,0,246,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Forest,233,190,148,142,0,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Shrubland,175,111,99,99,363,0,52,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Wetland,187,20,36,174,513,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Cropland,264,0,257,73,352,0,6,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Built-up,3,50,71,23,151,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Bareland,3,53,0,94,83,0,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,Grassland,0,116,172,54,217,0,10,0,0,0,0,8
