Dataset,MajorityClass,Grassland,Forest,Wetland,Built-up,Cropland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Grassland,0,134,299,28,250,396,141,293,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Non_Wetland,5,4,18,0,3,5,3,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Wetland,296,223,0,0,41,471,371,418,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Forest,716,0,590,12,251,802,366,818,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Water,216,314,361,23,76,596,0,381,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Shrubland,62,16,52,9,33,69,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Bareland,68,12,16,6,72,0,103,19,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Built-up,89,5,21,0,49,148,32,16,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Cropland,304,37,101,35,0,261,59,104,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Grassland,0,0,0,0,0,0,203,0,0,58,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Shrubland,0,0,0,0,0,0,40,0,0,10,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Wetland,0,0,0,0,0,0,565,0,0,337,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Bareland,0,0,0,0,0,0,164,0,0,109,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Water,0,0,0,0,0,0,0,0,0,542,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Cropland,0,0,0,0,0,0,13,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Forest,0,0,0,0,0,0,583,0,0,283,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,Built-up,0,0,0,0,0,0,28,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Grassland,0,344,152,119,250,12,32,624,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Wetland,50,221,0,11,14,20,42,234,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Forest,635,0,735,102,292,69,186,851,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Bareland,83,55,295,110,141,0,53,287,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Cropland,205,176,3,93,0,1,7,356,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Built-up,48,18,10,0,60,0,12,144,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Water,183,405,847,30,99,83,0,527,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Shrubland,10,19,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Grassland,0,293,85,208,742,16,116,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Forest,0,0,292,215,459,15,532,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Wetland,0,278,0,42,110,48,396,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Bareland,0,66,37,100,175,0,83,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Shrubland,0,25,24,26,62,0,19,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Built-up,0,1,1,0,23,2,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Water,0,146,194,54,71,113,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Cropland,0,40,0,39,0,10,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Wetland,241,900,0,0,65,121,343,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Forest,139,0,51,0,98,127,118,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Shrubland,39,116,5,0,26,39,23,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Cropland,106,129,2,0,0,190,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Bareland,10,36,0,0,20,0,17,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Built-up,9,61,0,0,10,50,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Water,36,639,120,0,22,202,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,Grassland,0,449,55,0,152,250,137,0,0,0,18
