Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Grassland,Non_Wetland,Shrubland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,Bareland,0,47,0,0,0,0,47,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,Built-up,0,13,0,0,1,0,109,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Grassland,21,175,89,0,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Non_Wetland,2,7,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Bareland,2,38,0,1,38,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Forest,0,604,235,6,271,258,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Water,59,394,77,7,0,51,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Shrubland,0,6,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Built-up,6,68,115,0,10,70,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Cropland,1,68,23,1,6,39,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Wetland,9,0,50,2,103,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,Permanent_ice_and_snow,0,9,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Non_Wetland,0,6,3,1,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Forest,0,431,368,89,163,309,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Grassland,0,83,132,72,14,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Water,35,229,159,55,0,48,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Shrubland,0,3,3,3,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Cropland,0,8,74,23,2,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Wetland,8,0,157,17,94,89,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Bareland,0,2,0,1,34,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Built-up,1,43,86,0,14,34,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,Permanent_ice_and_snow,0,0,4,5,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Grassland,0,0,0,0,64,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Wetland,0,0,0,0,247,0,0,0,120,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Bareland,0,0,0,0,80,0,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Water,0,0,0,0,0,0,0,0,197,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Cropland,0,0,0,0,22,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Built-up,0,0,0,0,75,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Forest,0,0,0,0,285,0,0,0,117,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Grassland,97,21,22,84,5,0,0,51,0,92,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Wetland,19,0,8,26,5,15,0,21,0,20,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Built-up,23,13,1,0,1,7,0,25,0,51,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Bareland,18,47,0,56,0,3,0,12,0,47,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Water,104,327,92,70,0,75,0,42,0,75,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Forest,0,189,116,153,55,111,0,102,0,176,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Cropland,13,0,0,18,0,2,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,Permanent_ice_and_snow,4,0,0,1,0,0,0,1,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Grassland,67,17,0,107,6,0,0,0,0,90,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Built-up,1,1,0,0,1,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Bareland,24,15,0,52,12,0,0,0,0,20,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Forest,0,33,2,185,190,0,0,0,0,49,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Water,106,34,64,31,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Wetland,108,0,22,71,107,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Cropland,11,2,0,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Wetland,318,0,50,0,48,64,0,0,0,55,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Water,465,8,77,0,0,60,0,0,0,40,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Forest,0,0,6,0,3,14,0,0,0,30,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Bareland,28,0,0,0,0,1,0,0,0,18,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Built-up,52,0,12,0,0,1,0,0,0,30,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Grassland,142,0,10,0,8,0,0,0,0,57,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,Cropland,6,0,1,0,0,0,0,0,0,0,0,0
