Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,Built-up,0,0,0,0,0,0,16,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Grassland,0,44,44,3,8,13,3,91,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Non_Wetland,3,2,9,0,2,8,1,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Wetland,4,4,74,0,2,0,12,26,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Forest,254,77,292,1,0,205,5,570,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Water,19,34,265,2,15,129,0,112,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Shrubland,107,41,111,7,10,45,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Bareland,92,177,0,16,2,1,0,55,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Cropland,356,0,283,38,28,19,4,331,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Built-up,119,63,107,0,1,2,1,124,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,Permanent_ice_and_snow,12,1,14,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Water,0,0,0,0,0,0,0,0,0,81,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Shrubland,0,0,0,0,0,0,19,0,0,15,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Wetland,0,0,0,0,0,0,39,0,0,15,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Grassland,0,0,0,0,0,0,3,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Cropland,0,0,0,0,0,0,14,0,0,11,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Forest,0,0,0,0,0,0,27,0,0,9,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,Bareland,0,0,0,0,0,0,8,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Grassland,0,192,6,47,133,1,1,276,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Wetland,0,7,0,6,68,0,13,117,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Bareland,3,258,0,141,105,0,40,331,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Forest,37,268,23,96,0,10,12,447,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Water,0,94,20,1,120,31,0,239,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Cropland,31,0,39,181,270,0,47,438,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Built-up,2,116,15,0,37,0,16,104,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Shrubland,8,36,2,27,36,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,Permanent_ice_and_snow,0,20,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Grassland,0,252,0,88,121,3,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Bareland,0,298,0,228,130,6,72,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Forest,0,330,0,127,0,47,73,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Shrubland,0,209,1,130,163,8,75,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Wetland,0,45,0,9,36,0,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Built-up,0,26,1,0,21,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Water,0,97,0,28,36,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Cropland,0,0,16,183,130,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,Permanent_ice_and_snow,0,0,0,3,15,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Shrubland,65,129,127,0,178,14,24,0,0,0,41
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Forest,72,114,93,0,0,3,20,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Cropland,95,0,233,0,117,6,41,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Wetland,21,1,0,0,62,0,21,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Water,26,6,20,0,49,44,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Grassland,0,58,71,0,61,0,2,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Bareland,0,60,0,0,14,0,9,0,0,0,53
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,Built-up,0,64,61,0,48,0,0,0,0,0,3
