,GWL_FCS30D_2022,GLC_FCS30D_2022,ESRI_Annual_LULC_2024,WorldCover_2021,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id
14,498,434,256,402,189,387,"{'AFRICA_2024_DynamicWorld_2024_35NQG_M_R': 387, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NQG_M_R': 256, 'AFRICA_2024_GLC_FCS30D_2022_35NQG_M_R': 434, 'AFRICA_2024_GSW_Yearly_2021_35NQG_M_R': 189, 'AFRICA_2024_GWL_FCS30D_2022_35NQG_M_R': 498, 'AFRICA_2024_WorldCover_2021_35NQG_M_R': 402}",35NQG
15,648,590,468,550,219,515,"{'AFRICA_2024_DynamicWorld_2024_35NPE_M_R': 515, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NPE_M_R': 468, 'AFRICA_2024_GLC_FCS30D_2022_35NPE_M_R': 590, 'AFRICA_2024_GSW_Yearly_2021_35NPE_M_R': 219, 'AFRICA_2024_GWL_FCS30D_2022_35NPE_M_R': 648, 'AFRICA_2024_WorldCover_2021_35NPE_M_R': 550}",35NPE
16,396,356,273,322,171,342,"{'AFRICA_2024_DynamicWorld_2024_35NPG_M_R': 342, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NPG_M_R': 273, 'AFRICA_2024_GLC_FCS30D_2022_35NPG_M_R': 356, 'AFRICA_2024_GSW_Yearly_2021_35NPG_M_R': 171, 'AFRICA_2024_GWL_FCS30D_2022_35NPG_M_R': 396, 'AFRICA_2024_WorldCover_2021_35NPG_M_R': 322}",35NPG
17,589,505,417,491,197,446,"{'AFRICA_2024_DynamicWorld_2024_35NNG_M_R': 446, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NNG_M_R': 417, 'AFRICA_2024_GLC_FCS30D_2022_35NNG_M_R': 505, 'AFRICA_2024_GSW_Yearly_2021_35NNG_M_R': 197, 'AFRICA_2024_GWL_FCS30D_2022_35NNG_M_R': 589, 'AFRICA_2024_WorldCover_2021_35NNG_M_R': 491}",35NNG
18,1224,1116,842,965,544,1032,"{'AFRICA_2024_DynamicWorld_2024_35NQE_M_R': 1032, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R': 842, 'AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R': 1116, 'AFRICA_2024_GSW_Yearly_2021_35NQE_M_R': 544, 'AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R': 1224, 'AFRICA_2024_WorldCover_2021_35NQE_M_R': 965}",35NQE
19,526,455,358,464,269,49,"{'AFRICA_2024_DynamicWorld_2024_35PMK_M_R': 49, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R': 358, 'AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R': 455, 'AFRICA_2024_GSW_Yearly_2021_35PMK_M_R': 269, 'AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R': 526, 'AFRICA_2024_WorldCover_2021_35PMK_M_R': 464}",35PMK
20,315,262,173,269,59,89,"{'AFRICA_2024_DynamicWorld_2024_35PMS_M_R': 89, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PMS_M_R': 173, 'AFRICA_2024_GLC_FCS30D_2022_35PMS_M_R': 262, 'AFRICA_2024_GSW_Yearly_2021_35PMS_M_R': 59, 'AFRICA_2024_GWL_FCS30D_2022_35PMS_M_R': 315, 'AFRICA_2024_WorldCover_2021_35PMS_M_R': 269}",35PMS
21,498,429,278,427,169,149,"{'AFRICA_2024_DynamicWorld_2024_35PMM_M_R': 149, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PMM_M_R': 278, 'AFRICA_2024_GLC_FCS30D_2022_35PMM_M_R': 429, 'AFRICA_2024_GSW_Yearly_2021_35PMM_M_R': 169, 'AFRICA_2024_GWL_FCS30D_2022_35PMM_M_R': 498, 'AFRICA_2024_WorldCover_2021_35PMM_M_R': 427}",35PMM
22,658,600,470,564,201,548,"{'AFRICA_2024_DynamicWorld_2024_35NNE_M_R': 548, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NNE_M_R': 470, 'AFRICA_2024_GLC_FCS30D_2022_35NNE_M_R': 600, 'AFRICA_2024_GSW_Yearly_2021_35NNE_M_R': 201, 'AFRICA_2024_GWL_FCS30D_2022_35NNE_M_R': 658, 'AFRICA_2024_WorldCover_2021_35NNE_M_R': 564}",35NNE
23,984,850,561,877,270,789,"{'AFRICA_2024_DynamicWorld_2024_35NQJ_M_R': 789, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NQJ_M_R': 561, 'AFRICA_2024_GLC_FCS30D_2022_35NQJ_M_R': 850, 'AFRICA_2024_GSW_Yearly_2021_35NQJ_M_R': 270, 'AFRICA_2024_GWL_FCS30D_2022_35NQJ_M_R': 984, 'AFRICA_2024_WorldCover_2021_35NQJ_M_R': 877}",35NQJ
24,1023,884,650,869,511,852,"{'AFRICA_2024_DynamicWorld_2024_35NPH_M_R': 852, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NPH_M_R': 650, 'AFRICA_2024_GLC_FCS30D_2022_35NPH_M_R': 884, 'AFRICA_2024_GSW_Yearly_2021_35NPH_M_R': 511, 'AFRICA_2024_GWL_FCS30D_2022_35NPH_M_R': 1023, 'AFRICA_2024_WorldCover_2021_35NPH_M_R': 869}",35NPH
25,126,108,36,100,4,91,"{'AFRICA_2024_DynamicWorld_2024_35PNT_M_R': 91, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNT_M_R': 36, 'AFRICA_2024_GLC_FCS30D_2022_35PNT_M_R': 108, 'AFRICA_2024_GSW_Yearly_2021_35PNT_M_R': 4, 'AFRICA_2024_GWL_FCS30D_2022_35PNT_M_R': 126, 'AFRICA_2024_WorldCover_2021_35PNT_M_R': 100}",35PNT
26,409,361,275,351,153,72,"{'AFRICA_2024_DynamicWorld_2024_35NMF_M_R': 72, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R': 275, 'AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R': 361, 'AFRICA_2024_GSW_Yearly_2021_35NMF_M_R': 153, 'AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R': 409, 'AFRICA_2024_WorldCover_2021_35NMF_M_R': 351}",35NMF
27,1063,920,650,862,331,828,"{'AFRICA_2024_DynamicWorld_2024_35NQH_M_R': 828, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NQH_M_R': 650, 'AFRICA_2024_GLC_FCS30D_2022_35NQH_M_R': 920, 'AFRICA_2024_GSW_Yearly_2021_35NQH_M_R': 331, 'AFRICA_2024_GWL_FCS30D_2022_35NQH_M_R': 1063, 'AFRICA_2024_WorldCover_2021_35NQH_M_R': 862}",35NQH
28,2007,1749,1267,1763,983,1623,"{'AFRICA_2024_DynamicWorld_2024_35NPJ_M_R': 1623, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NPJ_M_R': 1267, 'AFRICA_2024_GLC_FCS30D_2022_35NPJ_M_R': 1749, 'AFRICA_2024_GSW_Yearly_2021_35NPJ_M_R': 983, 'AFRICA_2024_GWL_FCS30D_2022_35NPJ_M_R': 2007, 'AFRICA_2024_WorldCover_2021_35NPJ_M_R': 1763}",35NPJ
29,640,561,460,518,190,503,"{'AFRICA_2024_DynamicWorld_2024_35NPF_M_R': 503, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NPF_M_R': 460, 'AFRICA_2024_GLC_FCS30D_2022_35NPF_M_R': 561, 'AFRICA_2024_GSW_Yearly_2021_35NPF_M_R': 190, 'AFRICA_2024_GWL_FCS30D_2022_35NPF_M_R': 640, 'AFRICA_2024_WorldCover_2021_35NPF_M_R': 518}",35NPF
30,1563,1356,850,1407,779,1287,"{'AFRICA_2024_DynamicWorld_2024_35PNL_M_R': 1287, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNL_M_R': 850, 'AFRICA_2024_GLC_FCS30D_2022_35PNL_M_R': 1356, 'AFRICA_2024_GSW_Yearly_2021_35PNL_M_R': 779, 'AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R': 1563, 'AFRICA_2024_WorldCover_2021_35PNL_M_R': 1407}",35PNL
31,592,510,412,447,171,216,"{'AFRICA_2024_DynamicWorld_2024_35NRD_M_R': 216, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R': 412, 'AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R': 510, 'AFRICA_2024_GSW_Yearly_2021_35NRD_M_R': 171, 'AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R': 592, 'AFRICA_2024_WorldCover_2021_35NRD_M_R': 447}",35NRD
32,1093,961,666,923,474,838,"{'AFRICA_2024_DynamicWorld_2024_35NNJ_M_R': 838, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NNJ_M_R': 666, 'AFRICA_2024_GLC_FCS30D_2022_35NNJ_M_R': 961, 'AFRICA_2024_GSW_Yearly_2021_35NNJ_M_R': 474, 'AFRICA_2024_GWL_FCS30D_2022_35NNJ_M_R': 1093, 'AFRICA_2024_WorldCover_2021_35NNJ_M_R': 923}",35NNJ
33,969,830,446,834,414,708,"{'AFRICA_2024_DynamicWorld_2024_35PNM_M_R': 708, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNM_M_R': 446, 'AFRICA_2024_GLC_FCS30D_2022_35PNM_M_R': 830, 'AFRICA_2024_GSW_Yearly_2021_35PNM_M_R': 414, 'AFRICA_2024_GWL_FCS30D_2022_35PNM_M_R': 969, 'AFRICA_2024_WorldCover_2021_35PNM_M_R': 834}",35PNM
34,226,181,113,184,2,141,"{'AFRICA_2024_DynamicWorld_2024_35PNP_M_R': 141, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNP_M_R': 113, 'AFRICA_2024_GLC_FCS30D_2022_35PNP_M_R': 181, 'AFRICA_2024_GSW_Yearly_2021_35PNP_M_R': 2, 'AFRICA_2024_GWL_FCS30D_2022_35PNP_M_R': 226, 'AFRICA_2024_WorldCover_2021_35PNP_M_R': 184}",35PNP
35,620,536,400,500,285,457,"{'AFRICA_2024_DynamicWorld_2024_35NNH_M_R': 457, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R': 400, 'AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R': 536, 'AFRICA_2024_GSW_Yearly_2021_35NNH_M_R': 285, 'AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R': 620, 'AFRICA_2024_WorldCover_2021_35NNH_M_R': 500}",35NNH
36,373,317,265,296,23,276,"{'AFRICA_2024_DynamicWorld_2024_35NQF_M_R': 276, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NQF_M_R': 265, 'AFRICA_2024_GLC_FCS30D_2022_35NQF_M_R': 317, 'AFRICA_2024_GSW_Yearly_2021_35NQF_M_R': 23, 'AFRICA_2024_GWL_FCS30D_2022_35NQF_M_R': 373, 'AFRICA_2024_WorldCover_2021_35NQF_M_R': 296}",35NQF
37,289,243,162,234,8,200,"{'AFRICA_2024_DynamicWorld_2024_35NNF_M_R': 200, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NNF_M_R': 162, 'AFRICA_2024_GLC_FCS30D_2022_35NNF_M_R': 243, 'AFRICA_2024_GSW_Yearly_2021_35NNF_M_R': 8, 'AFRICA_2024_GWL_FCS30D_2022_35NNF_M_R': 289, 'AFRICA_2024_WorldCover_2021_35NNF_M_R': 234}",35NNF
38,500,431,211,411,180,365,"{'AFRICA_2024_DynamicWorld_2024_35PNQ_M_R': 365, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNQ_M_R': 211, 'AFRICA_2024_GLC_FCS30D_2022_35PNQ_M_R': 431, 'AFRICA_2024_GSW_Yearly_2021_35PNQ_M_R': 180, 'AFRICA_2024_GWL_FCS30D_2022_35PNQ_M_R': 500, 'AFRICA_2024_WorldCover_2021_35PNQ_M_R': 411}",35PNQ
39,2013,1768,1219,1854,970,1685,"{'AFRICA_2024_DynamicWorld_2024_35PNK_M_R': 1685, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNK_M_R': 1219, 'AFRICA_2024_GLC_FCS30D_2022_35PNK_M_R': 1768, 'AFRICA_2024_GSW_Yearly_2021_35PNK_M_R': 970, 'AFRICA_2024_GWL_FCS30D_2022_35PNK_M_R': 2013, 'AFRICA_2024_WorldCover_2021_35PNK_M_R': 1854}",35PNK
40,951,806,524,809,459,776,"{'AFRICA_2024_DynamicWorld_2024_35PNR_M_R': 776, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNR_M_R': 524, 'AFRICA_2024_GLC_FCS30D_2022_35PNR_M_R': 806, 'AFRICA_2024_GSW_Yearly_2021_35PNR_M_R': 459, 'AFRICA_2024_GWL_FCS30D_2022_35PNR_M_R': 951, 'AFRICA_2024_WorldCover_2021_35PNR_M_R': 809}",35PNR
41,1167,1040,818,987,500,938,"{'AFRICA_2024_DynamicWorld_2024_35NRG_M_R': 938, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R': 818, 'AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R': 1040, 'AFRICA_2024_GSW_Yearly_2021_35NRG_M_R': 500, 'AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R': 1167, 'AFRICA_2024_WorldCover_2021_35NRG_M_R': 987}",35NRG
42,606,515,398,482,113,464,"{'AFRICA_2024_DynamicWorld_2024_35NRE_M_R': 464, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R': 398, 'AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R': 515, 'AFRICA_2024_GSW_Yearly_2021_35NRE_M_R': 113, 'AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R': 606, 'AFRICA_2024_WorldCover_2021_35NRE_M_R': 482}",35NRE
43,1672,1507,1188,1567,809,1346,"{'AFRICA_2024_DynamicWorld_2024_35NRJ_M_R': 1346, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRJ_M_R': 1188, 'AFRICA_2024_GLC_FCS30D_2022_35NRJ_M_R': 1507, 'AFRICA_2024_GSW_Yearly_2021_35NRJ_M_R': 809, 'AFRICA_2024_GWL_FCS30D_2022_35NRJ_M_R': 1672, 'AFRICA_2024_WorldCover_2021_35NRJ_M_R': 1567}",35NRJ
44,1567,1376,1102,1336,595,1289,"{'AFRICA_2024_DynamicWorld_2024_35NRH_M_R': 1289, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R': 1102, 'AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R': 1376, 'AFRICA_2024_GSW_Yearly_2021_35NRH_M_R': 595, 'AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R': 1567, 'AFRICA_2024_WorldCover_2021_35NRH_M_R': 1336}",35NRH
45,1194,1026,640,1002,597,855,"{'AFRICA_2024_DynamicWorld_2024_35PNN_M_R': 855, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNN_M_R': 640, 'AFRICA_2024_GLC_FCS30D_2022_35PNN_M_R': 1026, 'AFRICA_2024_GSW_Yearly_2021_35PNN_M_R': 597, 'AFRICA_2024_GWL_FCS30D_2022_35PNN_M_R': 1194, 'AFRICA_2024_WorldCover_2021_35PNN_M_R': 1002}",35PNN
46,370,303,190,286,82,289,"{'AFRICA_2024_DynamicWorld_2024_35PNS_M_R': 289, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PNS_M_R': 190, 'AFRICA_2024_GLC_FCS30D_2022_35PNS_M_R': 303, 'AFRICA_2024_GSW_Yearly_2021_35PNS_M_R': 82, 'AFRICA_2024_GWL_FCS30D_2022_35PNS_M_R': 370, 'AFRICA_2024_WorldCover_2021_35PNS_M_R': 286}",35PNS
47,667,582,504,537,168,516,"{'AFRICA_2024_DynamicWorld_2024_35NRF_M_R': 516, 'AFRICA_2024_ESRI_Annual_LULC_2024_35NRF_M_R': 504, 'AFRICA_2024_GLC_FCS30D_2022_35NRF_M_R': 582, 'AFRICA_2024_GSW_Yearly_2021_35NRF_M_R': 168, 'AFRICA_2024_GWL_FCS30D_2022_35NRF_M_R': 667, 'AFRICA_2024_WorldCover_2021_35NRF_M_R': 537}",35NRF
48,2033,1800,1305,1875,951,1688,"{'AFRICA_2024_DynamicWorld_2024_35PPL_M_R': 1688, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPL_M_R': 1305, 'AFRICA_2024_GLC_FCS30D_2022_35PPL_M_R': 1800, 'AFRICA_2024_GSW_Yearly_2021_35PPL_M_R': 951, 'AFRICA_2024_GWL_FCS30D_2022_35PPL_M_R': 2033, 'AFRICA_2024_WorldCover_2021_35PPL_M_R': 1875}",35PPL
49,536,451,260,454,137,370,"{'AFRICA_2024_DynamicWorld_2024_35PPQ_M_R': 370, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R': 260, 'AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R': 451, 'AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R': 137, 'AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R': 536, 'AFRICA_2024_WorldCover_2021_35PPQ_M_R': 454}",35PPQ
50,1551,1312,895,1338,750,1213,"{'AFRICA_2024_DynamicWorld_2024_35PPN_M_R': 1213, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPN_M_R': 895, 'AFRICA_2024_GLC_FCS30D_2022_35PPN_M_R': 1312, 'AFRICA_2024_GSW_Yearly_2021_35PPN_M_R': 750, 'AFRICA_2024_GWL_FCS30D_2022_35PPN_M_R': 1551, 'AFRICA_2024_WorldCover_2021_35PPN_M_R': 1338}",35PPN
51,189,149,80,159,0,135,"{'AFRICA_2024_DynamicWorld_2024_35QPU_M_R': 135, 'AFRICA_2024_ESRI_Annual_LULC_2024_35QPU_M_R': 80, 'AFRICA_2024_GLC_FCS30D_2022_35QPU_M_R': 149, 'AFRICA_2024_GSW_Yearly_2021_35QPU_M_R': 0, 'AFRICA_2024_GWL_FCS30D_2022_35QPU_M_R': 189, 'AFRICA_2024_WorldCover_2021_35QPU_M_R': 159}",35QPU
52,748,644,321,643,273,578,"{'AFRICA_2024_DynamicWorld_2024_35PPP_M_R': 578, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R': 321, 'AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R': 644, 'AFRICA_2024_GSW_Yearly_2021_35PPP_M_R': 273, 'AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R': 748, 'AFRICA_2024_WorldCover_2021_35PPP_M_R': 643}",35PPP
53,1167,990,559,1032,460,894,"{'AFRICA_2024_DynamicWorld_2024_35PPM_M_R': 894, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPM_M_R': 559, 'AFRICA_2024_GLC_FCS30D_2022_35PPM_M_R': 990, 'AFRICA_2024_GSW_Yearly_2021_35PPM_M_R': 460, 'AFRICA_2024_GWL_FCS30D_2022_35PPM_M_R': 1167, 'AFRICA_2024_WorldCover_2021_35PPM_M_R': 1032}",35PPM
54,586,497,411,436,77,293,"{'AFRICA_2024_DynamicWorld_2024_36NTJ_M_R': 293, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTJ_M_R': 411, 'AFRICA_2024_GLC_FCS30D_2022_36NTJ_M_R': 497, 'AFRICA_2024_GSW_Yearly_2021_36NTJ_M_R': 77, 'AFRICA_2024_GWL_FCS30D_2022_36NTJ_M_R': 586, 'AFRICA_2024_WorldCover_2021_36NTJ_M_R': 436}",36NTJ
55,419,359,208,355,161,321,"{'AFRICA_2024_DynamicWorld_2024_35PPS_M_R': 321, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R': 208, 'AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R': 359, 'AFRICA_2024_GSW_Yearly_2021_35PPS_M_R': 161, 'AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R': 419, 'AFRICA_2024_WorldCover_2021_35PPS_M_R': 355}",35PPS
56,1184,987,591,1060,520,948,"{'AFRICA_2024_DynamicWorld_2024_35PQN_M_R': 948, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R': 591, 'AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R': 987, 'AFRICA_2024_GSW_Yearly_2021_35PQN_M_R': 520, 'AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R': 1184, 'AFRICA_2024_WorldCover_2021_35PQN_M_R': 1060}",35PQN
57,2167,1904,1417,1973,1082,1799,"{'AFRICA_2024_DynamicWorld_2024_35PPK_M_R': 1799, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPK_M_R': 1417, 'AFRICA_2024_GLC_FCS30D_2022_35PPK_M_R': 1904, 'AFRICA_2024_GSW_Yearly_2021_35PPK_M_R': 1082, 'AFRICA_2024_GWL_FCS30D_2022_35PPK_M_R': 2167, 'AFRICA_2024_WorldCover_2021_35PPK_M_R': 1973}",35PPK
