,GWL_FCS30D_2022,GLC_FCS30D_2022,ESRI_Annual_LULC_2024,WorldCover_2021,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id
116,931,858,483,731,325,740,"{'AFRICA_2024_DynamicWorld_2024_36NYL_M_R': 740, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R': 483, 'AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R': 858, 'AFRICA_2024_GSW_Yearly_2021_36NYL_M_R': 325, 'AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R': 931, 'AFRICA_2024_WorldCover_2021_36NYL_M_R': 731}",36NYL
117,1336,1267,1032,1072,454,1164,"{'AFRICA_2024_DynamicWorld_2024_36NZK_M_R': 1164, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZK_M_R': 1032, 'AFRICA_2024_GLC_FCS30D_2022_36NZK_M_R': 1267, 'AFRICA_2024_GSW_Yearly_2021_36NZK_M_R': 454, 'AFRICA_2024_GWL_FCS30D_2022_36NZK_M_R': 1336, 'AFRICA_2024_WorldCover_2021_36NZK_M_R': 1072}",36NZK
118,2741,2472,2163,2312,1136,2431,"{'AFRICA_2024_DynamicWorld_2024_36NZM_M_R': 2431, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R': 2163, 'AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R': 2472, 'AFRICA_2024_GSW_Yearly_2021_36NZM_M_R': 1136, 'AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R': 2741, 'AFRICA_2024_WorldCover_2021_36NZM_M_R': 2312}",36NZM
119,73,69,18,59,8,61,"{'AFRICA_2024_DynamicWorld_2024_36PTC_M_R': 61, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTC_M_R': 18, 'AFRICA_2024_GLC_FCS30D_2022_36PTC_M_R': 69, 'AFRICA_2024_GSW_Yearly_2021_36PTC_M_R': 8, 'AFRICA_2024_GWL_FCS30D_2022_36PTC_M_R': 73, 'AFRICA_2024_WorldCover_2021_36PTC_M_R': 59}",36PTC
120,294,261,174,250,4,203,"{'AFRICA_2024_DynamicWorld_2024_36PTA_M_R': 203, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTA_M_R': 174, 'AFRICA_2024_GLC_FCS30D_2022_36PTA_M_R': 261, 'AFRICA_2024_GSW_Yearly_2021_36PTA_M_R': 4, 'AFRICA_2024_GWL_FCS30D_2022_36PTA_M_R': 294, 'AFRICA_2024_WorldCover_2021_36PTA_M_R': 250}",36PTA
121,1224,1151,836,1106,648,1065,"{'AFRICA_2024_DynamicWorld_2024_36PUA_M_R': 1065, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUA_M_R': 836, 'AFRICA_2024_GLC_FCS30D_2022_36PUA_M_R': 1151, 'AFRICA_2024_GSW_Yearly_2021_36PUA_M_R': 648, 'AFRICA_2024_GWL_FCS30D_2022_36PUA_M_R': 1224, 'AFRICA_2024_WorldCover_2021_36PUA_M_R': 1106}",36PUA
122,891,813,560,788,226,700,"{'AFRICA_2024_DynamicWorld_2024_36PTT_M_R': 700, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R': 560, 'AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R': 813, 'AFRICA_2024_GSW_Yearly_2021_36PTT_M_R': 226, 'AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R': 891, 'AFRICA_2024_WorldCover_2021_36PTT_M_R': 788}",36PTT
123,1588,1483,1033,1375,868,1343,"{'AFRICA_2024_DynamicWorld_2024_36PTV_M_R': 1343, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R': 1033, 'AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R': 1483, 'AFRICA_2024_GSW_Yearly_2021_36PTV_M_R': 868, 'AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R': 1588, 'AFRICA_2024_WorldCover_2021_36PTV_M_R': 1375}",36PTV
124,394,376,200,323,103,304,"{'AFRICA_2024_DynamicWorld_2024_36PTB_M_R': 304, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTB_M_R': 200, 'AFRICA_2024_GLC_FCS30D_2022_36PTB_M_R': 376, 'AFRICA_2024_GSW_Yearly_2021_36PTB_M_R': 103, 'AFRICA_2024_GWL_FCS30D_2022_36PTB_M_R': 394, 'AFRICA_2024_WorldCover_2021_36PTB_M_R': 323}",36PTB
125,1836,1635,1292,1587,858,1545,"{'AFRICA_2024_DynamicWorld_2024_36PTR_M_R': 1545, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R': 1292, 'AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R': 1635, 'AFRICA_2024_GSW_Yearly_2021_36PTR_M_R': 858, 'AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R': 1836, 'AFRICA_2024_WorldCover_2021_36PTR_M_R': 1587}",36PTR
126,1531,1357,1134,1363,732,1309,"{'AFRICA_2024_DynamicWorld_2024_36PTQ_M_R': 1309, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R': 1134, 'AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R': 1357, 'AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R': 732, 'AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R': 1531, 'AFRICA_2024_WorldCover_2021_36PTQ_M_R': 1363}",36PTQ
127,1131,980,865,1013,171,955,"{'AFRICA_2024_DynamicWorld_2024_36NZP_M_R': 955, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R': 865, 'AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R': 980, 'AFRICA_2024_GSW_Yearly_2021_36NZP_M_R': 171, 'AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R': 1131, 'AFRICA_2024_WorldCover_2021_36NZP_M_R': 1013}",36NZP
128,822,748,535,711,190,644,"{'AFRICA_2024_DynamicWorld_2024_36PTU_M_R': 644, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTU_M_R': 535, 'AFRICA_2024_GLC_FCS30D_2022_36PTU_M_R': 748, 'AFRICA_2024_GSW_Yearly_2021_36PTU_M_R': 190, 'AFRICA_2024_GWL_FCS30D_2022_36PTU_M_R': 822, 'AFRICA_2024_WorldCover_2021_36PTU_M_R': 711}",36PTU
129,2424,2200,1988,2053,1006,2158,"{'AFRICA_2024_DynamicWorld_2024_36NZN_M_R': 2158, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZN_M_R': 1988, 'AFRICA_2024_GLC_FCS30D_2022_36NZN_M_R': 2200, 'AFRICA_2024_GSW_Yearly_2021_36NZN_M_R': 1006, 'AFRICA_2024_GWL_FCS30D_2022_36NZN_M_R': 2424, 'AFRICA_2024_WorldCover_2021_36NZN_M_R': 2053}",36NZN
130,1162,1050,683,1044,517,901,"{'AFRICA_2024_DynamicWorld_2024_36PTS_M_R': 901, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R': 683, 'AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R': 1050, 'AFRICA_2024_GSW_Yearly_2021_36PTS_M_R': 517, 'AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R': 1162, 'AFRICA_2024_WorldCover_2021_36PTS_M_R': 1044}",36PTS
131,277,262,139,235,33,217,"{'AFRICA_2024_DynamicWorld_2024_36PUC_M_R': 217, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUC_M_R': 139, 'AFRICA_2024_GLC_FCS30D_2022_36PUC_M_R': 262, 'AFRICA_2024_GSW_Yearly_2021_36PUC_M_R': 33, 'AFRICA_2024_GWL_FCS30D_2022_36PUC_M_R': 277, 'AFRICA_2024_WorldCover_2021_36PUC_M_R': 235}",36PUC
132,3596,3255,2773,3097,1856,3181,"{'AFRICA_2024_DynamicWorld_2024_36NZL_M_R': 3181, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R': 2773, 'AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R': 3255, 'AFRICA_2024_GSW_Yearly_2021_36NZL_M_R': 1856, 'AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R': 3596, 'AFRICA_2024_WorldCover_2021_36NZL_M_R': 3097}",36NZL
133,1243,1168,880,1091,662,1081,"{'AFRICA_2024_DynamicWorld_2024_36PUB_M_R': 1081, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUB_M_R': 880, 'AFRICA_2024_GLC_FCS30D_2022_36PUB_M_R': 1168, 'AFRICA_2024_GSW_Yearly_2021_36PUB_M_R': 662, 'AFRICA_2024_GWL_FCS30D_2022_36PUB_M_R': 1243, 'AFRICA_2024_WorldCover_2021_36PUB_M_R': 1091}",36PUB
134,2007,1815,1437,1763,1015,1673,"{'AFRICA_2024_DynamicWorld_2024_36PUR_M_R': 1673, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUR_M_R': 1437, 'AFRICA_2024_GLC_FCS30D_2022_36PUR_M_R': 1815, 'AFRICA_2024_GSW_Yearly_2021_36PUR_M_R': 1015, 'AFRICA_2024_GWL_FCS30D_2022_36PUR_M_R': 2007, 'AFRICA_2024_WorldCover_2021_36PUR_M_R': 1763}",36PUR
135,1117,1001,706,1002,453,917,"{'AFRICA_2024_DynamicWorld_2024_36PUQ_M_R': 917, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUQ_M_R': 706, 'AFRICA_2024_GLC_FCS30D_2022_36PUQ_M_R': 1001, 'AFRICA_2024_GSW_Yearly_2021_36PUQ_M_R': 453, 'AFRICA_2024_GWL_FCS30D_2022_36PUQ_M_R': 1117, 'AFRICA_2024_WorldCover_2021_36PUQ_M_R': 1002}",36PUQ
136,1014,925,603,885,293,810,"{'AFRICA_2024_DynamicWorld_2024_36PUT_M_R': 810, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R': 603, 'AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R': 925, 'AFRICA_2024_GSW_Yearly_2021_36PUT_M_R': 293, 'AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R': 1014, 'AFRICA_2024_WorldCover_2021_36PUT_M_R': 885}",36PUT
137,1673,1479,1128,1406,715,1435,"{'AFRICA_2024_DynamicWorld_2024_36PUS_M_R': 1435, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUS_M_R': 1128, 'AFRICA_2024_GLC_FCS30D_2022_36PUS_M_R': 1479, 'AFRICA_2024_GSW_Yearly_2021_36PUS_M_R': 715, 'AFRICA_2024_GWL_FCS30D_2022_36PUS_M_R': 1673, 'AFRICA_2024_WorldCover_2021_36PUS_M_R': 1406}",36PUS
138,1561,1423,900,1335,784,1251,"{'AFRICA_2024_DynamicWorld_2024_36PUV_M_R': 1251, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUV_M_R': 900, 'AFRICA_2024_GLC_FCS30D_2022_36PUV_M_R': 1423, 'AFRICA_2024_GSW_Yearly_2021_36PUV_M_R': 784, 'AFRICA_2024_GWL_FCS30D_2022_36PUV_M_R': 1561, 'AFRICA_2024_WorldCover_2021_36PUV_M_R': 1335}",36PUV
139,1932,1831,1401,1815,1110,1567,"{'AFRICA_2024_DynamicWorld_2024_36PVC_M_R': 1567, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVC_M_R': 1401, 'AFRICA_2024_GLC_FCS30D_2022_36PVC_M_R': 1831, 'AFRICA_2024_GSW_Yearly_2021_36PVC_M_R': 1110, 'AFRICA_2024_GWL_FCS30D_2022_36PVC_M_R': 1932, 'AFRICA_2024_WorldCover_2021_36PVC_M_R': 1815}",36PVC
140,910,822,505,790,291,715,"{'AFRICA_2024_DynamicWorld_2024_36PUU_M_R': 715, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PUU_M_R': 505, 'AFRICA_2024_GLC_FCS30D_2022_36PUU_M_R': 822, 'AFRICA_2024_GSW_Yearly_2021_36PUU_M_R': 291, 'AFRICA_2024_GWL_FCS30D_2022_36PUU_M_R': 910, 'AFRICA_2024_WorldCover_2021_36PUU_M_R': 790}",36PUU
141,2967,2728,2262,2738,1709,2608,"{'AFRICA_2024_DynamicWorld_2024_36PVA_M_R': 2608, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVA_M_R': 2262, 'AFRICA_2024_GLC_FCS30D_2022_36PVA_M_R': 2728, 'AFRICA_2024_GSW_Yearly_2021_36PVA_M_R': 1709, 'AFRICA_2024_GWL_FCS30D_2022_36PVA_M_R': 2967, 'AFRICA_2024_WorldCover_2021_36PVA_M_R': 2738}",36PVA
142,1638,1482,1165,1421,645,1402,"{'AFRICA_2024_DynamicWorld_2024_36PVT_M_R': 1402, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVT_M_R': 1165, 'AFRICA_2024_GLC_FCS30D_2022_36PVT_M_R': 1482, 'AFRICA_2024_GSW_Yearly_2021_36PVT_M_R': 645, 'AFRICA_2024_GWL_FCS30D_2022_36PVT_M_R': 1638, 'AFRICA_2024_WorldCover_2021_36PVT_M_R': 1421}",36PVT
143,1806,1638,1224,1612,905,1531,"{'AFRICA_2024_DynamicWorld_2024_36PVR_M_R': 1531, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVR_M_R': 1224, 'AFRICA_2024_GLC_FCS30D_2022_36PVR_M_R': 1638, 'AFRICA_2024_GSW_Yearly_2021_36PVR_M_R': 905, 'AFRICA_2024_GWL_FCS30D_2022_36PVR_M_R': 1806, 'AFRICA_2024_WorldCover_2021_36PVR_M_R': 1612}",36PVR
144,2869,2682,2124,2638,1620,2464,"{'AFRICA_2024_DynamicWorld_2024_36PVB_M_R': 2464, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVB_M_R': 2124, 'AFRICA_2024_GLC_FCS30D_2022_36PVB_M_R': 2682, 'AFRICA_2024_GSW_Yearly_2021_36PVB_M_R': 1620, 'AFRICA_2024_GWL_FCS30D_2022_36PVB_M_R': 2869, 'AFRICA_2024_WorldCover_2021_36PVB_M_R': 2638}",36PVB
145,1527,1360,1081,1446,819,1335,"{'AFRICA_2024_DynamicWorld_2024_36PVQ_M_R': 1335, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVQ_M_R': 1081, 'AFRICA_2024_GLC_FCS30D_2022_36PVQ_M_R': 1360, 'AFRICA_2024_GSW_Yearly_2021_36PVQ_M_R': 819, 'AFRICA_2024_GWL_FCS30D_2022_36PVQ_M_R': 1527, 'AFRICA_2024_WorldCover_2021_36PVQ_M_R': 1446}",36PVQ
146,2684,2466,1968,2474,1500,2301,"{'AFRICA_2024_DynamicWorld_2024_36PWA_M_R': 2301, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWA_M_R': 1968, 'AFRICA_2024_GLC_FCS30D_2022_36PWA_M_R': 2466, 'AFRICA_2024_GSW_Yearly_2021_36PWA_M_R': 1500, 'AFRICA_2024_GWL_FCS30D_2022_36PWA_M_R': 2684, 'AFRICA_2024_WorldCover_2021_36PWA_M_R': 2474}",36PWA
147,576,547,314,524,209,485,"{'AFRICA_2024_DynamicWorld_2024_36PWC_M_R': 485, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R': 314, 'AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R': 547, 'AFRICA_2024_GSW_Yearly_2021_36PWC_M_R': 209, 'AFRICA_2024_GWL_FCS30D_2022_36PWC_M_R': 576, 'AFRICA_2024_WorldCover_2021_36PWC_M_R': 524}",36PWC
148,2984,2702,2149,2630,1523,2491,"{'AFRICA_2024_DynamicWorld_2024_36PVS_M_R': 2491, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVS_M_R': 2149, 'AFRICA_2024_GLC_FCS30D_2022_36PVS_M_R': 2702, 'AFRICA_2024_GSW_Yearly_2021_36PVS_M_R': 1523, 'AFRICA_2024_GWL_FCS30D_2022_36PVS_M_R': 2984, 'AFRICA_2024_WorldCover_2021_36PVS_M_R': 2630}",36PVS
149,2853,2622,2110,2621,1813,2441,"{'AFRICA_2024_DynamicWorld_2024_36PWV_M_R': 2441, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R': 2110, 'AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R': 2622, 'AFRICA_2024_GSW_Yearly_2021_36PWV_M_R': 1813, 'AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R': 2853, 'AFRICA_2024_WorldCover_2021_36PWV_M_R': 2621}",36PWV
150,2173,1972,1444,1983,1244,1853,"{'AFRICA_2024_DynamicWorld_2024_36PXA_M_R': 1853, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R': 1444, 'AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R': 1972, 'AFRICA_2024_GSW_Yearly_2021_36PXA_M_R': 1244, 'AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R': 2173, 'AFRICA_2024_WorldCover_2021_36PXA_M_R': 1983}",36PXA
151,2532,2320,1805,2264,1255,2195,"{'AFRICA_2024_DynamicWorld_2024_36PVU_M_R': 2195, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R': 1805, 'AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R': 2320, 'AFRICA_2024_GSW_Yearly_2021_36PVU_M_R': 1255, 'AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R': 2532, 'AFRICA_2024_WorldCover_2021_36PVU_M_R': 2264}",36PVU
152,396,377,254,379,124,341,"{'AFRICA_2024_DynamicWorld_2024_36PXC_M_R': 341, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXC_M_R': 254, 'AFRICA_2024_GLC_FCS30D_2022_36PXC_M_R': 377, 'AFRICA_2024_GSW_Yearly_2021_36PXC_M_R': 124, 'AFRICA_2024_GWL_FCS30D_2022_36PXC_M_R': 396, 'AFRICA_2024_WorldCover_2021_36PXC_M_R': 379}",36PXC
153,1882,1668,1373,1765,1023,1621,"{'AFRICA_2024_DynamicWorld_2024_36PWQ_M_R': 1621, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R': 1373, 'AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R': 1668, 'AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R': 1023, 'AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R': 1882, 'AFRICA_2024_WorldCover_2021_36PWQ_M_R': 1765}",36PWQ
154,2094,1867,1542,1934,898,1797,"{'AFRICA_2024_DynamicWorld_2024_36PXQ_M_R': 1797, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R': 1542, 'AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R': 1867, 'AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R': 898, 'AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R': 2094, 'AFRICA_2024_WorldCover_2021_36PXQ_M_R': 1934}",36PXQ
155,594,557,374,560,203,501,"{'AFRICA_2024_DynamicWorld_2024_36PXB_M_R': 501, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXB_M_R': 374, 'AFRICA_2024_GLC_FCS30D_2022_36PXB_M_R': 557, 'AFRICA_2024_GSW_Yearly_2021_36PXB_M_R': 203, 'AFRICA_2024_GWL_FCS30D_2022_36PXB_M_R': 594, 'AFRICA_2024_WorldCover_2021_36PXB_M_R': 560}",36PXB
156,840,767,457,749,334,692,"{'AFRICA_2024_DynamicWorld_2024_36PWT_M_R': 692, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWT_M_R': 457, 'AFRICA_2024_GLC_FCS30D_2022_36PWT_M_R': 767, 'AFRICA_2024_GSW_Yearly_2021_36PWT_M_R': 334, 'AFRICA_2024_GWL_FCS30D_2022_36PWT_M_R': 840, 'AFRICA_2024_WorldCover_2021_36PWT_M_R': 749}",36PWT
157,2940,2689,2211,2667,1576,2527,"{'AFRICA_2024_DynamicWorld_2024_36PVV_M_R': 2527, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R': 2211, 'AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R': 2689, 'AFRICA_2024_GSW_Yearly_2021_36PVV_M_R': 1576, 'AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R': 2940, 'AFRICA_2024_WorldCover_2021_36PVV_M_R': 2667}",36PVV
158,927,859,579,842,352,758,"{'AFRICA_2024_DynamicWorld_2024_36PWU_M_R': 758, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R': 579, 'AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R': 859, 'AFRICA_2024_GSW_Yearly_2021_36PWU_M_R': 352, 'AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R': 927, 'AFRICA_2024_WorldCover_2021_36PWU_M_R': 842}",36PWU
159,1677,1550,1280,1582,769,1403,"{'AFRICA_2024_DynamicWorld_2024_36PWB_M_R': 1403, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWB_M_R': 1280, 'AFRICA_2024_GLC_FCS30D_2022_36PWB_M_R': 1550, 'AFRICA_2024_GSW_Yearly_2021_36PWB_M_R': 769, 'AFRICA_2024_GWL_FCS30D_2022_36PWB_M_R': 1677, 'AFRICA_2024_WorldCover_2021_36PWB_M_R': 1582}",36PWB
160,1712,1514,1164,1580,644,1471,"{'AFRICA_2024_DynamicWorld_2024_36PXR_M_R': 1471, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXR_M_R': 1164, 'AFRICA_2024_GLC_FCS30D_2022_36PXR_M_R': 1514, 'AFRICA_2024_GSW_Yearly_2021_36PXR_M_R': 644, 'AFRICA_2024_GWL_FCS30D_2022_36PXR_M_R': 1712, 'AFRICA_2024_WorldCover_2021_36PXR_M_R': 1580}",36PXR
161,1269,1129,811,1141,487,1094,"{'AFRICA_2024_DynamicWorld_2024_36PWR_M_R': 1094, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R': 811, 'AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R': 1129, 'AFRICA_2024_GSW_Yearly_2021_36PWR_M_R': 487, 'AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R': 1269, 'AFRICA_2024_WorldCover_2021_36PWR_M_R': 1141}",36PWR
162,1144,1030,741,1026,332,947,"{'AFRICA_2024_DynamicWorld_2024_36PWS_M_R': 947, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R': 741, 'AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R': 1030, 'AFRICA_2024_GSW_Yearly_2021_36PWS_M_R': 332, 'AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R': 1144, 'AFRICA_2024_WorldCover_2021_36PWS_M_R': 1026}",36PWS
163,2474,2282,1765,2291,1429,2068,"{'AFRICA_2024_DynamicWorld_2024_36PXT_M_R': 2068, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R': 1765, 'AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R': 2282, 'AFRICA_2024_GSW_Yearly_2021_36PXT_M_R': 1429, 'AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R': 2474, 'AFRICA_2024_WorldCover_2021_36PXT_M_R': 2291}",36PXT
164,2522,2330,1803,2355,1466,2139,"{'AFRICA_2024_DynamicWorld_2024_36PXU_M_R': 2139, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXU_M_R': 1803, 'AFRICA_2024_GLC_FCS30D_2022_36PXU_M_R': 2330, 'AFRICA_2024_GSW_Yearly_2021_36PXU_M_R': 1466, 'AFRICA_2024_GWL_FCS30D_2022_36PXU_M_R': 2522, 'AFRICA_2024_WorldCover_2021_36PXU_M_R': 2355}",36PXU
165,3511,3164,2646,3203,2151,2990,"{'AFRICA_2024_DynamicWorld_2024_36PXV_M_R': 2990, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R': 2646, 'AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R': 3164, 'AFRICA_2024_GSW_Yearly_2021_36PXV_M_R': 2151, 'AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R': 3511, 'AFRICA_2024_WorldCover_2021_36PXV_M_R': 3203}",36PXV
166,1386,1234,947,1246,407,1154,"{'AFRICA_2024_DynamicWorld_2024_36PXS_M_R': 1154, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PXS_M_R': 947, 'AFRICA_2024_GLC_FCS30D_2022_36PXS_M_R': 1234, 'AFRICA_2024_GSW_Yearly_2021_36PXS_M_R': 407, 'AFRICA_2024_GWL_FCS30D_2022_36PXS_M_R': 1386, 'AFRICA_2024_WorldCover_2021_36PXS_M_R': 1246}",36PXS
167,165,158,77,157,10,79,"{'AFRICA_2024_DynamicWorld_2024_36QUD_M_R': 79, 'AFRICA_2024_ESRI_Annual_LULC_2024_36QUD_M_R': 77, 'AFRICA_2024_GLC_FCS30D_2022_36QUD_M_R': 158, 'AFRICA_2024_GSW_Yearly_2021_36QUD_M_R': 10, 'AFRICA_2024_GWL_FCS30D_2022_36QUD_M_R': 165, 'AFRICA_2024_WorldCover_2021_36QUD_M_R': 157}",36QUD
168,73,72,32,66,1,34,"{'AFRICA_2024_DynamicWorld_2024_36QTD_M_R': 34, 'AFRICA_2024_ESRI_Annual_LULC_2024_36QTD_M_R': 32, 'AFRICA_2024_GLC_FCS30D_2022_36QTD_M_R': 72, 'AFRICA_2024_GSW_Yearly_2021_36QTD_M_R': 1, 'AFRICA_2024_GWL_FCS30D_2022_36QTD_M_R': 73, 'AFRICA_2024_WorldCover_2021_36QTD_M_R': 66}",36QTD
169,1231,1150,857,1145,541,1032,"{'AFRICA_2024_DynamicWorld_2024_36PYA_M_R': 1032, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R': 857, 'AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R': 1150, 'AFRICA_2024_GSW_Yearly_2021_36PYA_M_R': 541, 'AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R': 1231, 'AFRICA_2024_WorldCover_2021_36PYA_M_R': 1145}",36PYA
170,1440,1314,1001,1386,579,1245,"{'AFRICA_2024_DynamicWorld_2024_36PYC_M_R': 1245, 'AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R': 1001, 'AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R': 1314, 'AFRICA_2024_GSW_Yearly_2021_36PYC_M_R': 579, 'AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R': 1440, 'AFRICA_2024_WorldCover_2021_36PYC_M_R': 1386}",36PYC
171,611,579,426,559,228,173,"{'AFRICA_2024_DynamicWorld_2024_36QWD_M_R': 173, 'AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R': 426, 'AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R': 579, 'AFRICA_2024_GSW_Yearly_2021_36QWD_M_R': 228, 'AFRICA_2024_GWL_FCS30D_2022_36QWD_M_R': 611, 'AFRICA_2024_WorldCover_2021_36QWD_M_R': 559}",36QWD
172,381,368,259,362,123,130,"{'AFRICA_2024_DynamicWorld_2024_36QXD_M_R': 130, 'AFRICA_2024_ESRI_Annual_LULC_2024_36QXD_M_R': 259, 'AFRICA_2024_GLC_FCS30D_2022_36QXD_M_R': 368, 'AFRICA_2024_GSW_Yearly_2021_36QXD_M_R': 123, 'AFRICA_2024_GWL_FCS30D_2022_36QXD_M_R': 381, 'AFRICA_2024_WorldCover_2021_36QXD_M_R': 362}",36QXD
