,GSW_Yearly_2021,GLC_FCS30D_2022,GWL_FCS30D_2022,WorldCover_2021,ESRI_Annual_LULC_2024,meta,tile_id,ESA_CALU_2024
127,398,674,742,686,614,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R': 614, 'SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R': 674, 'SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R': 398, 'SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R': 742, 'SIBERIA_2024_WorldCover_2021_44VNM_M_R': 686}",44VNM,
128,615,911,922,969,823,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFR_M_R': 823, 'SIBERIA_2024_GLC_FCS30D_2022_43WFR_M_R': 911, 'SIBERIA_2024_GSW_Yearly_2021_43WFR_M_R': 615, 'SIBERIA_2024_GWL_FCS30D_2022_43WFR_M_R': 922, 'SIBERIA_2024_WorldCover_2021_43WFR_M_R': 969}",43WFR,
129,453,763,814,772,674,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R': 674, 'SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R': 763, 'SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R': 453, 'SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R': 814, 'SIBERIA_2024_WorldCover_2021_43VFL_M_R': 772}",43VFL,
130,1030,1839,1884,1901,1588,"{'SIBERIA_2024_ESA_CALU_2024_43WFQ_M_R': 885, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFQ_M_R': 1588, 'SIBERIA_2024_GLC_FCS30D_2022_43WFQ_M_R': 1839, 'SIBERIA_2024_GSW_Yearly_2021_43WFQ_M_R': 1030, 'SIBERIA_2024_GWL_FCS30D_2022_43WFQ_M_R': 1884, 'SIBERIA_2024_WorldCover_2021_43WFQ_M_R': 1901}",43WFQ,885.0
131,1098,1839,1732,1846,1448,"{'SIBERIA_2024_ESA_CALU_2024_43XDA_M_R': 1368, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43XDA_M_R': 1448, 'SIBERIA_2024_GLC_FCS30D_2022_43XDA_M_R': 1839, 'SIBERIA_2024_GSW_Yearly_2021_43XDA_M_R': 1098, 'SIBERIA_2024_GWL_FCS30D_2022_43XDA_M_R': 1732, 'SIBERIA_2024_WorldCover_2021_43XDA_M_R': 1846}",43XDA,1368.0
132,252,443,506,474,405,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPL_M_R': 405, 'SIBERIA_2024_GLC_FCS30D_2022_44VPL_M_R': 443, 'SIBERIA_2024_GSW_Yearly_2021_44VPL_M_R': 252, 'SIBERIA_2024_GWL_FCS30D_2022_44VPL_M_R': 506, 'SIBERIA_2024_WorldCover_2021_44VPL_M_R': 474}",44VPL,
133,297,497,565,516,465,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPN_M_R': 465, 'SIBERIA_2024_GLC_FCS30D_2022_44VPN_M_R': 497, 'SIBERIA_2024_GSW_Yearly_2021_44VPN_M_R': 297, 'SIBERIA_2024_GWL_FCS30D_2022_44VPN_M_R': 565, 'SIBERIA_2024_WorldCover_2021_44VPN_M_R': 516}",44VPN,
134,351,587,655,608,552,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPM_M_R': 552, 'SIBERIA_2024_GLC_FCS30D_2022_44VPM_M_R': 587, 'SIBERIA_2024_GSW_Yearly_2021_44VPM_M_R': 351, 'SIBERIA_2024_GWL_FCS30D_2022_44VPM_M_R': 655, 'SIBERIA_2024_WorldCover_2021_44VPM_M_R': 608}",44VPM,
135,249,428,383,425,334,"{'SIBERIA_2024_ESA_CALU_2024_43XDB_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43XDB_M_R': 334, 'SIBERIA_2024_GLC_FCS30D_2022_43XDB_M_R': 428, 'SIBERIA_2024_GSW_Yearly_2021_43XDB_M_R': 249, 'SIBERIA_2024_GWL_FCS30D_2022_43XDB_M_R': 383, 'SIBERIA_2024_WorldCover_2021_43XDB_M_R': 425}",43XDB,0.0
136,812,1417,1304,1415,1084,"{'SIBERIA_2024_ESA_CALU_2024_43XEA_M_R': 831, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43XEA_M_R': 1084, 'SIBERIA_2024_GLC_FCS30D_2022_43XEA_M_R': 1417, 'SIBERIA_2024_GSW_Yearly_2021_43XEA_M_R': 812, 'SIBERIA_2024_GWL_FCS30D_2022_43XEA_M_R': 1304, 'SIBERIA_2024_WorldCover_2021_43XEA_M_R': 1415}",43XEA,831.0
137,126,191,169,195,0,"{'SIBERIA_2024_ESA_CALU_2024_43WDS_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDS_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43WDS_M_R': 191, 'SIBERIA_2024_GSW_Yearly_2021_43WDS_M_R': 126, 'SIBERIA_2024_GWL_FCS30D_2022_43WDS_M_R': 169, 'SIBERIA_2024_WorldCover_2021_43WDS_M_R': 195}",43WDS,0.0
138,0,2,1,0,0,"{'SIBERIA_2024_ESA_CALU_2024_41WNU_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNU_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_41WNU_M_R': 2, 'SIBERIA_2024_GSW_Yearly_2021_41WNU_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_41WNU_M_R': 1, 'SIBERIA_2024_WorldCover_2021_41WNU_M_R': 0}",41WNU,0.0
139,2,4,0,3,0,"{'SIBERIA_2024_ESA_CALU_2024_42XVG_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42XVG_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42XVG_M_R': 4, 'SIBERIA_2024_GSW_Yearly_2021_42XVG_M_R': 2, 'SIBERIA_2024_GWL_FCS30D_2022_42XVG_M_R': 0, 'SIBERIA_2024_WorldCover_2021_42XVG_M_R': 3}",42XVG,0.0
140,480,805,883,807,742,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VMN_M_R': 742, 'SIBERIA_2024_GLC_FCS30D_2022_44VMN_M_R': 805, 'SIBERIA_2024_GSW_Yearly_2021_44VMN_M_R': 480, 'SIBERIA_2024_GWL_FCS30D_2022_44VMN_M_R': 883, 'SIBERIA_2024_WorldCover_2021_44VMN_M_R': 807}",44VMN,
141,417,682,654,682,553,"{'SIBERIA_2024_ESA_CALU_2024_43WEU_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R': 553, 'SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R': 682, 'SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R': 417, 'SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R': 654, 'SIBERIA_2024_WorldCover_2021_43WEU_M_R': 682}",43WEU,0.0
142,413,661,735,679,605,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPP_M_R': 605, 'SIBERIA_2024_GLC_FCS30D_2022_44VPP_M_R': 661, 'SIBERIA_2024_GSW_Yearly_2021_44VPP_M_R': 413, 'SIBERIA_2024_GWL_FCS30D_2022_44VPP_M_R': 735, 'SIBERIA_2024_WorldCover_2021_44VPP_M_R': 679}",44VPP,
143,443,737,816,766,674,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNL_M_R': 674, 'SIBERIA_2024_GLC_FCS30D_2022_44VNL_M_R': 737, 'SIBERIA_2024_GSW_Yearly_2021_44VNL_M_R': 443, 'SIBERIA_2024_GWL_FCS30D_2022_44VNL_M_R': 816, 'SIBERIA_2024_WorldCover_2021_44VNL_M_R': 766}",44VNL,
144,75,120,114,0,0,"{'SIBERIA_2024_ESA_CALU_2024_42XVF_M_R': 93, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42XVF_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42XVF_M_R': 120, 'SIBERIA_2024_GSW_Yearly_2021_42XVF_M_R': 75, 'SIBERIA_2024_GWL_FCS30D_2022_42XVF_M_R': 114, 'SIBERIA_2024_WorldCover_2021_42XVF_M_R': 0}",42XVF,93.0
145,479,801,882,806,729,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R': 729, 'SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R': 801, 'SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R': 479, 'SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R': 882, 'SIBERIA_2024_WorldCover_2021_44VMP_M_R': 806}",44VMP,
146,343,563,637,596,509,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPQ_M_R': 509, 'SIBERIA_2024_GLC_FCS30D_2022_44VPQ_M_R': 563, 'SIBERIA_2024_GSW_Yearly_2021_44VPQ_M_R': 343, 'SIBERIA_2024_GWL_FCS30D_2022_44VPQ_M_R': 637, 'SIBERIA_2024_WorldCover_2021_44VPQ_M_R': 596}",44VPQ,
147,542,851,817,889,747,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WES_M_R': 747, 'SIBERIA_2024_GLC_FCS30D_2022_43WES_M_R': 851, 'SIBERIA_2024_GSW_Yearly_2021_43WES_M_R': 542, 'SIBERIA_2024_GWL_FCS30D_2022_43WES_M_R': 817, 'SIBERIA_2024_WorldCover_2021_43WES_M_R': 889}",43WES,
148,334,509,577,526,467,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNN_M_R': 467, 'SIBERIA_2024_GLC_FCS30D_2022_44VNN_M_R': 509, 'SIBERIA_2024_GSW_Yearly_2021_44VNN_M_R': 334, 'SIBERIA_2024_GWL_FCS30D_2022_44VNN_M_R': 577, 'SIBERIA_2024_WorldCover_2021_44VNN_M_R': 526}",44VNN,
149,436,790,865,816,716,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R': 716, 'SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R': 790, 'SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R': 436, 'SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R': 865, 'SIBERIA_2024_WorldCover_2021_44VMR_M_R': 816}",44VMR,
150,127,194,174,199,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDR_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43WDR_M_R': 194, 'SIBERIA_2024_GSW_Yearly_2021_43WDR_M_R': 127, 'SIBERIA_2024_GWL_FCS30D_2022_43WDR_M_R': 174, 'SIBERIA_2024_WorldCover_2021_43WDR_M_R': 199}",43WDR,
151,551,924,992,953,833,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEL_M_R': 833, 'SIBERIA_2024_GLC_FCS30D_2022_43VEL_M_R': 924, 'SIBERIA_2024_GSW_Yearly_2021_43VEL_M_R': 551, 'SIBERIA_2024_GWL_FCS30D_2022_43VEL_M_R': 992, 'SIBERIA_2024_WorldCover_2021_43VEL_M_R': 953}",43VEL,
152,488,735,824,757,681,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R': 681, 'SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R': 735, 'SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R': 488, 'SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R': 824, 'SIBERIA_2024_WorldCover_2021_44VNP_M_R': 757}",44VNP,
153,375,623,694,645,557,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNQ_M_R': 557, 'SIBERIA_2024_GLC_FCS30D_2022_44VNQ_M_R': 623, 'SIBERIA_2024_GSW_Yearly_2021_44VNQ_M_R': 375, 'SIBERIA_2024_GWL_FCS30D_2022_44VNQ_M_R': 694, 'SIBERIA_2024_WorldCover_2021_44VNQ_M_R': 645}",44VNQ,
154,124,182,168,193,0,"{'SIBERIA_2024_ESA_CALU_2024_43WDT_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDT_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43WDT_M_R': 182, 'SIBERIA_2024_GSW_Yearly_2021_43WDT_M_R': 124, 'SIBERIA_2024_GWL_FCS30D_2022_43WDT_M_R': 168, 'SIBERIA_2024_WorldCover_2021_43WDT_M_R': 193}",43WDT,0.0
155,341,549,519,551,0,"{'SIBERIA_2024_ESA_CALU_2024_43WDV_M_R': 399, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDV_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43WDV_M_R': 549, 'SIBERIA_2024_GSW_Yearly_2021_43WDV_M_R': 341, 'SIBERIA_2024_GWL_FCS30D_2022_43WDV_M_R': 519, 'SIBERIA_2024_WorldCover_2021_43WDV_M_R': 551}",43WDV,399.0
156,600,967,1031,1004,862,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEM_M_R': 862, 'SIBERIA_2024_GLC_FCS30D_2022_43WEM_M_R': 967, 'SIBERIA_2024_GSW_Yearly_2021_43WEM_M_R': 600, 'SIBERIA_2024_GWL_FCS30D_2022_43WEM_M_R': 1031, 'SIBERIA_2024_WorldCover_2021_43WEM_M_R': 1004}",43WEM,
157,544,877,967,964,803,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R': 803, 'SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R': 877, 'SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R': 544, 'SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R': 967, 'SIBERIA_2024_WorldCover_2021_44WMU_M_R': 964}",44WMU,
158,486,761,743,788,640,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R': 640, 'SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R': 761, 'SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R': 486, 'SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R': 743, 'SIBERIA_2024_WorldCover_2021_43WFU_M_R': 788}",43WFU,
159,373,657,700,661,529,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R': 529, 'SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R': 657, 'SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R': 373, 'SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R': 700, 'SIBERIA_2024_WorldCover_2021_44VLR_M_R': 661}",44VLR,
160,288,480,554,525,442,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPS_M_R': 442, 'SIBERIA_2024_GLC_FCS30D_2022_44WPS_M_R': 480, 'SIBERIA_2024_GSW_Yearly_2021_44WPS_M_R': 288, 'SIBERIA_2024_GWL_FCS30D_2022_44WPS_M_R': 554, 'SIBERIA_2024_WorldCover_2021_44WPS_M_R': 525}",44WPS,
161,424,654,617,679,540,"{'SIBERIA_2024_ESA_CALU_2024_43WFV_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R': 540, 'SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R': 654, 'SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R': 424, 'SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R': 617, 'SIBERIA_2024_WorldCover_2021_43WFV_M_R': 679}",43WFV,0.0
162,401,726,796,759,652,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R': 652, 'SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R': 726, 'SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R': 401, 'SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R': 796, 'SIBERIA_2024_WorldCover_2021_44WMS_M_R': 759}",44WMS,
163,620,881,988,987,828,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPB_M_R': 828, 'SIBERIA_2024_GLC_FCS30D_2022_44WPB_M_R': 881, 'SIBERIA_2024_GSW_Yearly_2021_44WPB_M_R': 620, 'SIBERIA_2024_GWL_FCS30D_2022_44WPB_M_R': 988, 'SIBERIA_2024_WorldCover_2021_44WPB_M_R': 987}",44WPB,
164,384,565,649,643,518,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R': 518, 'SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R': 565, 'SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R': 384, 'SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R': 649, 'SIBERIA_2024_WorldCover_2021_44WPU_M_R': 643}",44WPU,
165,106,171,147,170,0,"{'SIBERIA_2024_ESA_CALU_2024_43WDU_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDU_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43WDU_M_R': 171, 'SIBERIA_2024_GSW_Yearly_2021_43WDU_M_R': 106, 'SIBERIA_2024_GWL_FCS30D_2022_43WDU_M_R': 147, 'SIBERIA_2024_WorldCover_2021_43WDU_M_R': 170}",43WDU,0.0
166,422,736,820,800,664,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R': 664, 'SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R': 736, 'SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R': 422, 'SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R': 820, 'SIBERIA_2024_WorldCover_2021_44WMT_M_R': 800}",44WMT,
167,1748,2939,3015,3013,2459,"{'SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R': 2064, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R': 2459, 'SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R': 2939, 'SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R': 1748, 'SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R': 3015, 'SIBERIA_2024_WorldCover_2021_43WEQ_M_R': 3013}",43WEQ,2064.0
168,622,958,964,1010,859,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WER_M_R': 859, 'SIBERIA_2024_GLC_FCS30D_2022_43WER_M_R': 958, 'SIBERIA_2024_GSW_Yearly_2021_43WER_M_R': 622, 'SIBERIA_2024_GWL_FCS30D_2022_43WER_M_R': 964, 'SIBERIA_2024_WorldCover_2021_43WER_M_R': 1010}",43WER,
169,673,992,1072,1080,928,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMV_M_R': 928, 'SIBERIA_2024_GLC_FCS30D_2022_44WMV_M_R': 992, 'SIBERIA_2024_GSW_Yearly_2021_44WMV_M_R': 673, 'SIBERIA_2024_GWL_FCS30D_2022_44WMV_M_R': 1072, 'SIBERIA_2024_WorldCover_2021_44WMV_M_R': 1080}",44WMV,
170,0,2,1,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42XWH_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42XWH_M_R': 2, 'SIBERIA_2024_GSW_Yearly_2021_42XWH_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_42XWH_M_R': 1, 'SIBERIA_2024_WorldCover_2021_42XWH_M_R': 0}",42XWH,
171,506,743,802,802,648,"{'SIBERIA_2024_ESA_CALU_2024_43WET_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WET_M_R': 648, 'SIBERIA_2024_GLC_FCS30D_2022_43WET_M_R': 743, 'SIBERIA_2024_GSW_Yearly_2021_43WET_M_R': 506, 'SIBERIA_2024_GWL_FCS30D_2022_43WET_M_R': 802, 'SIBERIA_2024_WorldCover_2021_43WET_M_R': 802}",43WET,0.0
172,495,768,856,848,712,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R': 712, 'SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R': 768, 'SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R': 495, 'SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R': 856, 'SIBERIA_2024_WorldCover_2021_44WNU_M_R': 848}",44WNU,
173,525,742,816,816,660,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R': 660, 'SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R': 742, 'SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R': 525, 'SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R': 816, 'SIBERIA_2024_WorldCover_2021_43WFT_M_R': 816}",43WFT,
174,319,535,607,593,490,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPT_M_R': 490, 'SIBERIA_2024_GLC_FCS30D_2022_44WPT_M_R': 535, 'SIBERIA_2024_GSW_Yearly_2021_44WPT_M_R': 319, 'SIBERIA_2024_GWL_FCS30D_2022_44WPT_M_R': 607, 'SIBERIA_2024_WorldCover_2021_44WPT_M_R': 593}",44WPT,
175,269,475,540,512,429,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUF_M_R': 429, 'SIBERIA_2024_GLC_FCS30D_2022_45VUF_M_R': 475, 'SIBERIA_2024_GSW_Yearly_2021_45VUF_M_R': 269, 'SIBERIA_2024_GWL_FCS30D_2022_45VUF_M_R': 540, 'SIBERIA_2024_WorldCover_2021_45VUF_M_R': 512}",45VUF,
176,624,904,1007,1007,841,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPA_M_R': 841, 'SIBERIA_2024_GLC_FCS30D_2022_44WPA_M_R': 904, 'SIBERIA_2024_GSW_Yearly_2021_44WPA_M_R': 624, 'SIBERIA_2024_GWL_FCS30D_2022_44WPA_M_R': 1007, 'SIBERIA_2024_WorldCover_2021_44WPA_M_R': 1007}",44WPA,
177,430,675,579,694,550,"{'SIBERIA_2024_ESA_CALU_2024_43XFA_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43XFA_M_R': 550, 'SIBERIA_2024_GLC_FCS30D_2022_43XFA_M_R': 675, 'SIBERIA_2024_GSW_Yearly_2021_43XFA_M_R': 430, 'SIBERIA_2024_GWL_FCS30D_2022_43XFA_M_R': 579, 'SIBERIA_2024_WorldCover_2021_43XFA_M_R': 694}",43XFA,0.0
178,424,670,570,683,536,"{'SIBERIA_2024_ESA_CALU_2024_44XMF_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44XMF_M_R': 536, 'SIBERIA_2024_GLC_FCS30D_2022_44XMF_M_R': 670, 'SIBERIA_2024_GSW_Yearly_2021_44XMF_M_R': 424, 'SIBERIA_2024_GWL_FCS30D_2022_44XMF_M_R': 570, 'SIBERIA_2024_WorldCover_2021_44XMF_M_R': 683}",44XMF,0.0
179,491,806,890,866,737,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVF_M_R': 737, 'SIBERIA_2024_GLC_FCS30D_2022_45VVF_M_R': 806, 'SIBERIA_2024_GSW_Yearly_2021_45VVF_M_R': 491, 'SIBERIA_2024_GWL_FCS30D_2022_45VVF_M_R': 890, 'SIBERIA_2024_WorldCover_2021_45VVF_M_R': 866}",45VVF,
180,288,490,551,504,456,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R': 456, 'SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R': 490, 'SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R': 288, 'SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R': 551, 'SIBERIA_2024_WorldCover_2021_45VUH_M_R': 504}",45VUH,
181,160,340,381,342,299,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVG_M_R': 299, 'SIBERIA_2024_GLC_FCS30D_2022_45VVG_M_R': 340, 'SIBERIA_2024_GSW_Yearly_2021_45VVG_M_R': 160, 'SIBERIA_2024_GWL_FCS30D_2022_45VVG_M_R': 381, 'SIBERIA_2024_WorldCover_2021_45VVG_M_R': 342}",45VVG,
182,296,510,574,531,477,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUG_M_R': 477, 'SIBERIA_2024_GLC_FCS30D_2022_45VUG_M_R': 510, 'SIBERIA_2024_GSW_Yearly_2021_45VUG_M_R': 296, 'SIBERIA_2024_GWL_FCS30D_2022_45VUG_M_R': 574, 'SIBERIA_2024_WorldCover_2021_45VUG_M_R': 531}",45VUG,
183,388,634,709,654,577,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUJ_M_R': 577, 'SIBERIA_2024_GLC_FCS30D_2022_45VUJ_M_R': 634, 'SIBERIA_2024_GSW_Yearly_2021_45VUJ_M_R': 388, 'SIBERIA_2024_GWL_FCS30D_2022_45VUJ_M_R': 709, 'SIBERIA_2024_WorldCover_2021_45VUJ_M_R': 654}",45VUJ,
184,459,665,749,748,605,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R': 605, 'SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R': 665, 'SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R': 459, 'SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R': 749, 'SIBERIA_2024_WorldCover_2021_44WPV_M_R': 748}",44WPV,
185,450,740,824,805,673,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNT_M_R': 673, 'SIBERIA_2024_GLC_FCS30D_2022_44WNT_M_R': 740, 'SIBERIA_2024_GSW_Yearly_2021_44WNT_M_R': 450, 'SIBERIA_2024_GWL_FCS30D_2022_44WNT_M_R': 824, 'SIBERIA_2024_WorldCover_2021_44WNT_M_R': 805}",44WNT,
186,369,590,670,627,534,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUK_M_R': 534, 'SIBERIA_2024_GLC_FCS30D_2022_45VUK_M_R': 590, 'SIBERIA_2024_GSW_Yearly_2021_45VUK_M_R': 369, 'SIBERIA_2024_GWL_FCS30D_2022_45VUK_M_R': 670, 'SIBERIA_2024_WorldCover_2021_45VUK_M_R': 627}",45VUK,
187,394,640,713,679,582,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R': 582, 'SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R': 640, 'SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R': 394, 'SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R': 713, 'SIBERIA_2024_WorldCover_2021_44VPR_M_R': 679}",44VPR,
188,0,1,0,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42XVH_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42XVH_M_R': 1, 'SIBERIA_2024_GSW_Yearly_2021_42XVH_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_42XVH_M_R': 0, 'SIBERIA_2024_WorldCover_2021_42XVH_M_R': 0}",42XVH,
189,444,679,770,737,632,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVK_M_R': 632, 'SIBERIA_2024_GLC_FCS30D_2022_45VVK_M_R': 679, 'SIBERIA_2024_GSW_Yearly_2021_45VVK_M_R': 444, 'SIBERIA_2024_GWL_FCS30D_2022_45VVK_M_R': 770, 'SIBERIA_2024_WorldCover_2021_45VVK_M_R': 737}",45VVK,
190,110,154,172,172,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMB_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44WMB_M_R': 154, 'SIBERIA_2024_GSW_Yearly_2021_44WMB_M_R': 110, 'SIBERIA_2024_GWL_FCS30D_2022_44WMB_M_R': 172, 'SIBERIA_2024_WorldCover_2021_44WMB_M_R': 172}",44WMB,
