Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Shrubland,0,0,0,0,23,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Grassland,0,0,0,0,6,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Wetland,0,0,0,0,131,0,0,0,31,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Lichens_and_Mosses,0,0,0,0,10,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Bareland,0,0,0,0,31,0,0,0,14,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Built-up,0,0,0,0,6,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Water,0,0,0,0,0,0,0,0,89,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Forest,0,0,0,0,23,0,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,Permanent_ice_and_snow,0,0,0,0,17,0,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Water,16,20,44,35,0,39,13,0,0,40,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Wetland,30,0,55,54,19,51,21,0,0,53,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Bareland,8,3,26,0,4,18,14,0,0,31,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Built-up,1,0,3,9,0,2,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Permanent_ice_and_snow,9,0,14,16,0,14,6,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Forest,7,3,12,14,1,0,2,0,0,19,0
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,Shrubland,10,0,21,26,0,26,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Water,0,88,0,18,0,5,1,0,0,0,50
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Grassland,0,7,0,1,2,3,1,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Lichens_and_Mosses,0,10,0,4,4,2,1,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Bareland,0,44,0,0,12,2,4,0,0,0,21
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Forest,0,21,0,0,5,0,0,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Wetland,0,0,0,12,43,9,2,0,0,0,56
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,Shrubland,0,42,0,0,13,1,0,0,0,0,28
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Grassland,0,2,0,3,0,2,0,0,0,6,0
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Wetland,0,0,0,33,4,26,0,0,0,42,0
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Lichens_and_Mosses,0,4,0,6,0,2,0,0,0,7,0
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Water,0,46,0,46,0,17,0,0,0,58,0
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Forest,0,0,0,1,0,0,0,0,0,1,0
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,Bareland,0,2,0,0,0,0,0,0,0,0,0
