Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,Wetland,0,0,0,0,23,0,0,0,436,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,Water,0,39,0,0,0,0,0,0,131,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Shrubland,0,0,0,0,57,0,0,0,0,19,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Grassland,0,0,0,0,12,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Wetland,0,0,0,0,232,0,0,0,0,54,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Lichens_and_Mosses,0,0,0,0,15,0,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Bareland,0,0,0,0,125,0,0,0,0,41,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Built-up,0,0,0,0,4,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Water,0,0,0,0,0,0,0,0,0,110,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Forest,0,0,0,0,19,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,Permanent_ice_and_snow,0,0,0,0,11,0,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Water,30,71,59,56,0,51,25,0,0,0,51,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Wetland,49,0,76,75,41,70,42,0,0,0,75,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Bareland,26,49,62,0,28,42,50,0,0,0,65,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Built-up,3,0,5,6,0,2,0,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Permanent_ice_and_snow,7,4,11,11,1,9,5,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Forest,14,2,19,25,0,0,4,0,0,0,31,0
SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,Shrubland,24,4,46,52,2,45,15,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Water,0,125,0,21,0,4,4,84,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Grassland,0,10,0,0,5,2,5,9,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Lichens_and_Mosses,0,9,0,0,6,0,4,10,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Bareland,0,89,0,0,67,5,36,86,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Forest,0,39,0,0,15,0,0,21,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Wetland,0,0,0,19,107,36,20,115,0,0,0,7
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Shrubland,0,72,0,2,35,18,16,59,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Grassland,0,8,0,9,0,4,0,0,0,0,12,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Water,0,114,0,139,0,45,0,7,0,0,113,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Wetland,0,0,0,103,16,47,0,1,0,0,98,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Lichens_and_Mosses,0,7,0,11,0,1,0,0,0,0,13,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Bareland,0,15,0,0,0,3,0,0,0,0,14,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Forest,0,2,0,2,0,0,0,0,0,0,15,0
SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,Built-up,0,4,0,6,0,1,0,0,0,0,3,0
